title,price,location,date,model,storage,price_num,normalized_link
Phone 16 PRO 128G 功能正常 無損傷 全新 未使用 低價出 支持分期,"NT$20,000","Taipei, Taiwan",2025-06-26,iPhone 16 Pro,128,20000.0,https://www.facebook.com/marketplace/item/1445454470201942/
iPhone 16 Pro 128G金色,"NT$17,000","Taipei, Taiwan",2025-06-25,iPhone 16 Pro,128,17000.0,https://www.facebook.com/marketplace/item/1230426715268795/
iPhone 16 Pro 128/256 全新未拆,"NT$35,000","Tainan, Taiwan",2025-06-25,iPhone 16 Pro,128,35000.0,https://www.facebook.com/marketplace/item/722773116966936/
Phone 16 PRO 128G 功能正常 無損傷 全新 未使用 低價出 支持分期,"NT$10,000","Kaohsiung, Taiwan",2025-06-25,iPhone 16 Pro,128,10000.0,https://www.facebook.com/marketplace/item/1342139703612155/
iPhone 16 pro 128,"NT$1,800","Kaohsiung, Taiwan",2025-07-03,iPhone 16 Pro,128,1800.0,https://www.facebook.com/marketplace/item/2137432046725475/
iPhone 16 pro 128,"NT$2,200","Taipei, Taiwan",2025-06-25,iPhone 16 Pro,128,2200.0,https://www.facebook.com/marketplace/item/1008911418097934/
I Phone 16 pro 256G黑色,"NT$3,000",New Taipei City,2025-06-26,iPhone 16 Pro,256,3000.0,https://www.facebook.com/marketplace/item/3299997636805913/
16pro 256g 沙漠色 9.9新.,"NT$15,000","Taoyuan District, Taoyuan",2025-06-25,iPhone 16 Pro,256,15000.0,https://www.facebook.com/marketplace/item/705028135345126/
iPhone 16 Pro 256g 黑 100%🔋原廠保固到2026/2/19💥,"NT$2,437","Taipei, Taiwan",2025-07-03,iPhone 16 Pro,256,2437.0,https://www.facebook.com/marketplace/item/1369392157400683/
Iphone 16 pro 256G,"NT$55,000","Taoyuan District, Taoyuan",2025-06-27,iPhone 16 Pro,256,55000.0,https://www.facebook.com/marketplace/item/1880020496110030/
iPhone 16 pro 256G,"NT$3,000","Taipei, Taiwan",2025-07-03,iPhone 16 Pro,256,3000.0,https://www.facebook.com/marketplace/item/1373922070385538/
iPhone 16 pro 256g,"NT$2,000","Taipei, Taiwan",2025-07-03,iPhone 16 Pro,256,2000.0,https://www.facebook.com/marketplace/item/743408541548956/
Iphone 16 Pro 256G 底價出,"NT$2,500",New Taipei City,2025-06-25,iPhone 16 Pro,256,2500.0,https://www.facebook.com/marketplace/item/24058524953759932/
徵 iPhone 16 Pro max 256 G 一支 我要買,"NT$30,000","Taipei, Taiwan",2025-06-26,iPhone 16 Pro Max,256,30000.0,https://www.facebook.com/marketplace/item/741155175120405/
金色 Apple iPhone 16 Pro Max 256G 台灣保固2025.10.18 原廠盒裝.支持分期,"NT$28,800","Taipei, Taiwan",2025-06-26,iPhone 16 Pro Max,256,28800.0,https://www.facebook.com/marketplace/item/899231142367824/
金色 Apple iPhone 16 Pro Max 256G 台灣保固2025.10.18 原廠盒裝,"NT$18,000",New Taipei City,2025-06-25,iPhone 16 Pro Max,256,18000.0,https://www.facebook.com/marketplace/item/2989154261257830/
IPHONE 16 pro max 256 原色鈦金屬,"NT$19,800",Changhua,2025-06-25,iPhone 16 Pro Max,256,19800.0,https://www.facebook.com/marketplace/item/9209403599159093/
全新I phone 16promax 256g 原色,"NT$42,500",Pingtung,2025-06-25,iPhone 16 Pro Max,256,42500.0,https://www.facebook.com/marketplace/item/1388461015778293/
金色 Apple iPhone 16 Pro Max 256G 台灣保固2025.10.18 原廠盒裝.,"NT$18,000","Hsinchu, Taiwan",2025-06-25,iPhone 16 Pro Max,256,18000.0,https://www.facebook.com/marketplace/item/1031440001669600/
iPhone 16 PRO MAX 256G沙漠金,"NT$3,000","Taichung, Taiwan",2025-06-27,iPhone 16 Pro Max,256,3000.0,https://www.facebook.com/marketplace/item/1447917553319216/
高雄可面交🍎僅展示100%新iphone 16 pro max 256G 原色,"NT$29,000","Kaohsiung, Taiwan",2025-06-27,iPhone 16 Pro Max,256,29000.0,https://www.facebook.com/marketplace/item/1924177611757244/
金色 Apple iPhone 16 Pro Max 256G 台灣保固2025.10.18 原廠盒裝,"NT$18,000",New Taipei City,2025-07-03,iPhone 16 Pro Max,256,18000.0,https://www.facebook.com/marketplace/item/691693590137382/
IPHONE 16 pro max 256 原色鈦金屬 支持分期,"NT$28,880","Kaohsiung, Taiwan",2025-07-03,iPhone 16 Pro Max,256,28880.0,https://www.facebook.com/marketplace/item/1405054127387180/
金色 Apple iPhone 16 Pro Max 256G 台灣保固2025.10.18 原廠盒裝.,"NT$18,000","Kaohsiung, Taiwan",2025-07-03,iPhone 16 Pro Max,256,18000.0,https://www.facebook.com/marketplace/item/713556821287543/
IPHONE 16 pro max 256 原色鈦金屬,"NT$18,000","Taipei, Taiwan",2025-06-25,iPhone 16 Pro Max,256,18000.0,https://www.facebook.com/marketplace/item/1041421968016665/
全新未拆封iPhone 16 pro max512GB 黑色,"NT$22,000","Hsinchu, Taiwan",2025-06-25,iPhone 16 Pro Max,512,22000.0,https://www.facebook.com/marketplace/item/658835193753484/
全新iPhone 16Pro Max手機 免運保固一年,"NT$7,000",New Taipei City,2025-06-25,iPhone 16 Pro Max,Unknown,7000.0,https://www.facebook.com/marketplace/item/1399316991312504/
iPhone 16e 128g,"NT$22,000","Taipei, Taiwan",2025-06-25,iPhone 16E,128,22000.0,https://www.facebook.com/marketplace/item/1646086696268283/
iPhone 16e 128G,"NT$22,000","Taipei, Taiwan",2025-06-25,iPhone 16E,128,22000.0,https://www.facebook.com/marketplace/item/972571438360641/
iPhone 16e 128g,"NT$22,000","Taipei, Taiwan",2025-07-03,iPhone 16E,128,22000.0,https://www.facebook.com/marketplace/item/697042805994472/
2025 實體門市 線上辦理 Apple iPhone 16e 256GB i16E 免頭款 免財力 學生/分期 軍人分期 萊分期,"NT$1,200","Taipei, Taiwan",2025-06-25,iPhone 16E,256,1200.0,https://www.facebook.com/marketplace/item/1384394236166422/
收 iPhone 16e,"NT$9,999","Taipei, Taiwan",2025-06-25,iPhone 16E,Unknown,9999.0,https://www.facebook.com/marketplace/item/656716796850828/
iPhone 16e交換z flip 6或z fold,Free,New Taipei City,2025-06-25,iPhone 16E,Unknown,0.0,https://www.facebook.com/marketplace/item/608705535308414/
中古機 二手機 APPLE IPHONE SE2 128G 白 IOS:17.5 SE I7 I8萊分期,"NT$4,500",New Taipei City,2025-06-25,iPhone 7,128,4500.0,https://www.facebook.com/marketplace/item/2505809246430156/
iPhone 7 128GB 黑色 新北自取,"NT$1,450",New Taipei City,2025-07-03,iPhone 7,128,1450.0,https://www.facebook.com/marketplace/item/1024769762817757/
iphone xr 64g 🔋8x 被棄單,"$2,100",Taitung City,2025-06-27,iPhone X,64,2100.0,https://www.facebook.com/marketplace/item/1803760210353619/
iPhone X 64G 黑 換機 低價出,"NT$2,000","Taichung, Taiwan",2025-07-03,iPhone X,64,2000.0,https://www.facebook.com/marketplace/item/761791859703446/
"iPhone XR , galaxy s22 ultra","NT$6,000","Tainan, Taiwan",2025-07-03,iPhone X,Unknown,6000.0,https://www.facebook.com/marketplace/item/1506609333654682/
