title,price,location,date,model,storage,price_num,normalized_link
iPhone 15 128G粉色,"NT$16,800","Taoyuan District, Taoyuan",2025-06-25,iPhone 15,128,16800.0,https://www.facebook.com/marketplace/item/1191504745571544/
iPhone 16 128G,"$26,000",Yilan City,2025-06-25,iPhone 16,128,26000.0,https://www.facebook.com/marketplace/item/1377002863322509/
Iphone16 黑色全新未拆,"NT$29,000","Taichung, Taiwan",2025-06-25,iPhone 16,Unknown,29000.0,https://www.facebook.com/marketplace/item/4015114218745432/
Apple iPhone 16 256G 白色 二手機 接近全新機,"NT$28,000","Kaohsiung, Taiwan",2025-06-25,iPhone 16,256,28000.0,https://www.facebook.com/marketplace/item/1747677655849214/
全新/IPhone 16 Pro 128G 黑,"NT$33,000","Hsinchu, Taiwan",2025-06-25,iPhone 16 Pro,128,33000.0,https://www.facebook.com/marketplace/item/1069774021667534/
iphone14 128g藍色,"NT$9,000","Taiwankou, T'Ai-Wan, Taiwan",2025-06-25,iPhone 14,128,9000.0,https://www.facebook.com/marketplace/item/4090939551124947/
iPhone 16ProMax 256G 金色✨電池100%🔋,"NT$34,500","Taoyuan District, Taoyuan",2025-06-25,iPhone 16 Pro Max,256,34500.0,https://www.facebook.com/marketplace/item/1431030604574763/
16e 256G 拆封開通未使用22000$,"NT$22,000","Taichung, Taiwan",2025-06-25,iPhone 16E,256,22000.0,https://www.facebook.com/marketplace/item/696039693221231/
最新上市全新拆封未開通6.1吋單鏡頭 蘋果Apple iPhone 16e (128G)-白色(全新特價),"NT$19,500","Yüanlin, T'Ai-Wan, Taiwan",2025-06-25,iPhone 16E,128,19500.0,https://www.facebook.com/marketplace/item/670257642566445/
Iphone 16 128G 藍色,"$22,000","Tainan, Taiwan",2025-06-25,iPhone 16,128,22000.0,https://www.facebook.com/marketplace/item/1228811822281147/
全新未拆iPhone 16e 256g白色,"NT$22,000","Taichung, Taiwan",2025-06-25,iPhone 16E,256,22000.0,https://www.facebook.com/marketplace/item/714446590955711/
售iPhone 14 128 紅 電池91 美版,"NT$10,500","Tainan, Taiwan",2025-06-25,iPhone 14,128,10500.0,https://www.facebook.com/marketplace/item/1658737578850302/
售 iPhone 16 Pro Max 512G 金色,"NT$35,000","Tainan, Taiwan",2025-06-25,iPhone 16 Pro Max,512,35000.0,https://www.facebook.com/marketplace/item/2220326015083995/
蘋果 iphone 16Plus 128G 白色 保固中 幾乎全新,"NT$27,000","Keelung, Taiwan",2025-06-25,iPhone 16 Plus,128,27000.0,https://www.facebook.com/marketplace/item/1018007897151736/
Apple iPhone 16e 128G 屏東市實體店,"NT$19,500",Pingtung,2025-06-25,iPhone 16E,128,19500.0,https://www.facebook.com/marketplace/item/645240718561669/
IPHONE 16 PRO 128G 沙漠金 只用34次 原價36900 現金價28990 高雄面交,"NT$28,990","Kaohsiung, Taiwan",2025-06-25,iPhone 16 Pro,128,28990.0,https://www.facebook.com/marketplace/item/1793916784798039/
全新未拆iPhone 16 256GB 白,"NT$30,500","Taichung, Taiwan",2025-06-25,iPhone 16,256,30500.0,https://www.facebook.com/marketplace/item/729003316274335/
台中 誠收 iPhone 15 Pro 256g,"NT$23,000","Taichung, Taiwan",2025-06-25,iPhone 15 Pro,256,23000.0,https://www.facebook.com/marketplace/item/1229527095341899/
我要 買。徵 收。iphone 16e 128/256 。台中面交面交,"NT$18,000","Puli, T'Ai-Wan, Taiwan",2025-06-25,iPhone 16E,128,18000.0,https://www.facebook.com/marketplace/item/1366411021140022/
全新I phone 16promax 256g 原色,"NT$42,500",Pingtung,2025-06-25,iPhone 16 Pro Max,256,42500.0,https://www.facebook.com/marketplace/item/1388461015778293/
iPhone 15 Pro Max 512g,"NT$31,000","Taichung, Taiwan",2025-06-25,iPhone 15 Pro Max,512,31000.0,https://www.facebook.com/marketplace/item/8745154682251131/
【二手】誠可議❤️功能正常❤️❤️❤️桃園、台北，台中可以面交❤️❤️❤️❤️128g九成九新iPhone 14 pro 石墨黑 太空黑 黑色 現貨電池78%❤️❤️❤️❤️,"$18,500",New Taipei City,2025-06-25,iPhone 14 Pro,128,18500.0,https://www.facebook.com/marketplace/item/957280976173156/
iPhone 16 Pro Max 256GB 白鈦,"NT$39,000","Taichung, Taiwan",2025-06-25,iPhone 16 Pro Max,256,39000.0,https://www.facebook.com/marketplace/item/1108755901272323/
Iphone16e 128g黑色全新未拆,"NT$19,000",Pingtung,2025-06-25,iPhone 16E,128,19000.0,https://www.facebook.com/marketplace/item/3644787515813632/
全新 iPhone 16e 256G 黑色,"NT$22,000","Tainan, Taiwan",2025-06-25,iPhone 16E,256,22000.0,https://www.facebook.com/marketplace/item/680492081417286/
Iphone 16 256G 保固內電池健康100%,"NT$25,000","Taoyuan District, Taoyuan",2025-06-25,iPhone 16,256,25000.0,https://www.facebook.com/marketplace/item/1045883267686700/
(全新未拆)iPhone 16e 128GB 白色/開通後原廠保固一年/高雄可自取,"NT$19,900","Kaohsiung, Taiwan",2025-06-25,iPhone 16E,128,19900.0,https://www.facebook.com/marketplace/item/3923567017907653/
alto皮革 iPhone 16 pro 6.3 磁吸,NT$800,Changhua,2025-06-25,iPhone 16 Pro,Unknown,800.0,https://www.facebook.com/marketplace/item/1072658018103467/
iphone 12 128g 綠 全新電池 顯示健康度100 現金價6990 高雄面交,"NT$6,990","Kaohsiung, Taiwan",2025-06-25,iPhone 12,128,6990.0,https://www.facebook.com/marketplace/item/1638334023551958/
12 128 白,"NT$7,500","Taoyuan District, Taoyuan",2025-06-25,iPhone 12,128,7500.0,https://www.facebook.com/marketplace/item/1003840538170798/
iPhone 16e 128G,"$20,000","Hsinchu, Taiwan",2025-06-25,iPhone 16E,128,20000.0,https://www.facebook.com/marketplace/item/558689656880293/
收！Iphone 16e / iphone 16,$666,"Taichung, Taiwan",2025-06-25,Multiple,Unknown,666.0,https://www.facebook.com/marketplace/item/1002744664627389/
售 iPhone 15 Pro max 256GB 15pro max 黑色,"NT$12,000","Kaohsiung, Taiwan",2025-06-25,iPhone 15 Pro Max,256,12000.0,https://www.facebook.com/marketplace/item/1178976890438195/
iPhone 15 128,"NT$16,000","Taoyuan District, Taoyuan",2025-06-25,iPhone 15,128,16000.0,https://www.facebook.com/marketplace/item/1027498596116161/
15600漂亮的如新手機一樣 14 Pro 128 從買來到現在還沒有換過任何的東西，包括電池也是目前86歡迎換機 OK 昌平路面交5/1,"NT$15,600","Taichung, Taiwan",2025-06-25,iPhone 15,128,15600.0,https://www.facebook.com/marketplace/item/1014953246729662/
拆封機-iPhone 16E 256G 黑,"NT$22,850","Taoyuan District, Taoyuan",2025-06-25,iPhone 16E,256,22850.0,https://www.facebook.com/marketplace/item/948785614131802/
新竹實體店面📱iphone14Promax 256G 銀色 🉑無卡分期 學生 八大 上班族 軍人 家庭主婦 信用瑕疵 無勞保 快速申辦 當天取機,"NT$22,000","Hsinchu, Taiwan",2025-06-25,iPhone 14 Pro Max,256,22000.0,https://www.facebook.com/marketplace/item/1100612415197558/
高雄可面交🍎僅檢查功能100%新 iPhone 16E 128G 白色,"NT$17,800","Kaohsiung, Taiwan",2025-06-25,iPhone 16E,128,17800.0,https://www.facebook.com/marketplace/item/686059124326052/
14 Pro 256連電池都是原廠的目前88/想換15 Pro或者16 Pro 單純的賣掉 $16750 台中市面交昌平路北屯路口,"NT$16,750","Taichung, Taiwan",2025-06-25,iPhone 14 Pro,256,16750.0,https://www.facebook.com/marketplace/item/1064697088838176/
出售 iPhone 15 Pro 256G 原鈦色,"NT$21,000","Taichung, Taiwan",2025-06-25,iPhone 15 Pro,256,21000.0,https://www.facebook.com/marketplace/item/2890187114517776/
高雄可面交👌全新未拆封/展示100%新 iPhone 15 pro /15 pro max 128/256G,"NT$20,000","Kaohsiung, Taiwan",2025-06-25,iPhone 15 Pro,128,20000.0,https://www.facebook.com/marketplace/item/1451713519148616/
Iphone16E 256,"NT$22,500","Kaohsiung, Taiwan",2025-06-25,iPhone 16E,256,22500.0,https://www.facebook.com/marketplace/item/1445314600162285/
新竹實體店面📱iphone16Plus 128G 藍色 🉑無卡分期 學生 八大 上班族 軍人 家庭主婦 信用瑕疵 無勞保 快速申辦 當天取機,"NT$25,500","Hsinchu, Taiwan",2025-06-25,iPhone 16 Plus,128,25500.0,https://www.facebook.com/marketplace/item/1752970518587346/
iPhone 16e,"NT$19,800","Taoyuan District, Taoyuan",2025-06-25,iPhone 16E,Unknown,19800.0,https://www.facebook.com/marketplace/item/1407928547035823/
新竹實體店面📱全新iphone16E 256G 黑色 🉑無卡分期 學生 八大 上班族 軍人 家庭主婦 信用瑕疵 無勞保 快速申辦 當天取機,"NT$22,500","Hsinchu, Taiwan",2025-06-25,iPhone 16E,256,22500.0,https://www.facebook.com/marketplace/item/985833393423276/
【艾爾巴二手】iPhone 16 pro max 256g 6.9吋 A3296 沙漠金#二手機#保固中#嘉義0DMQM,"NT$35,000",Chiayi,2025-06-25,iPhone 16 Pro Max,256,35000.0,https://www.facebook.com/marketplace/item/1205444074616839/
便宜賣掉一隻不用的舊手機 iPhone14Promax 金色,"NT$4,000","Taoyuan District, Taoyuan",2025-06-25,iPhone 14 Pro Max,Unknown,4000.0,https://www.facebook.com/marketplace/item/653225827090428/
iPhone 16 白 原盒 拆封未使用 電池循環0,"NT$8,000","Tainan, Taiwan",2025-06-25,iPhone 16,Unknown,8000.0,https://www.facebook.com/marketplace/item/1277477663886421/
APPIe iphone 15 Pro 256GB-8GB,"NT$16,800","Keelung, Taiwan",2025-06-25,iPhone 15 Pro,256,16800.0,https://www.facebook.com/marketplace/item/1784350749158281/
金色 Apple iPhone 16 Pro Max 256G 台灣保固2025.10.18 原廠盒裝.,"NT$18,000","Hsinchu, Taiwan",2025-06-25,iPhone 16 Pro Max,256,18000.0,https://www.facebook.com/marketplace/item/1031440001669600/
16e 256G 電池100% 21000保固2026.04.01循環27次,"NT$21,000","Taichung, Taiwan",2025-06-25,iPhone 16E,256,21000.0,https://www.facebook.com/marketplace/item/650669724636191/
IPhone 16e 256G 白 （已售出 僅使用六天 買給長輩 長輩覺得螢幕小,"NT$21,000",Miaoli,2025-06-25,iPhone 16E,256,21000.0,https://www.facebook.com/marketplace/item/971959955112129/
保固長✨✨二手 iPhone 16e 128G白色 *16136,"NT$17,500","Tainan, Taiwan",2025-06-25,iPhone 16E,128,17500.0,https://www.facebook.com/marketplace/item/1326652411733409/
iPhone 16 128G 白色 電池97%（有盒）🍎✨,"NT$22,500","Taoyuan District, Taoyuan",2025-06-25,iPhone 16,128,22500.0,https://www.facebook.com/marketplace/item/1269311561394847/
iPhone 16e 256G 全新未拆封,"NT$22,900","Taichung, Taiwan",2025-06-25,iPhone 16E,256,22900.0,https://www.facebook.com/marketplace/item/1019399973389101/
iPhone 15 128G 黑,"$16,000","Taichung, Taiwan",2025-06-25,iPhone 15,128,16000.0,https://www.facebook.com/marketplace/item/610406478736583/
15 pro,"NT$25,000",Changhua,2025-06-25,iPhone 15 Pro,Unknown,25000.0,https://www.facebook.com/marketplace/item/909123711177207/
👀要搶要快 iPhone 16 128G 白 台中實體店面,"NT$22,500","Taichung, Taiwan",2025-06-25,iPhone 16,128,22500.0,https://www.facebook.com/marketplace/item/1064406522245424/
iphone14 256g 黑 電池100%,"NT$14,500","Taichung, Taiwan",2025-06-25,iPhone 14,256,14500.0,https://www.facebook.com/marketplace/item/1060359155962913/
【高雄現貨】iPhone 16 128GB 白 6.1”台灣公司貨 128G i16 A3287,"NT$20,900","Kaohsiung, Taiwan",2025-06-25,iPhone 16,128,20900.0,https://www.facebook.com/marketplace/item/1056888599924983/
全新未拆iPhone 16 Pro 256G 銀色 （陸版實體雙卡機）可高雄門市店交,"NT$32,900","Kaohsiung, Taiwan",2025-06-25,iPhone 16 Pro,256,32900.0,https://www.facebook.com/marketplace/item/1297449231799733/
iPhone 16e 256G,"NT$21,500","Kaohsiung, Taiwan",2025-06-25,iPhone 16E,256,21500.0,https://www.facebook.com/marketplace/item/1221674009403565/
16 256g 100% 保固內🔥高屏可面交的,"NT$25,000","Kaohsiung, Taiwan",2025-06-25,iPhone 16,256,25000.0,https://www.facebook.com/marketplace/item/1761980241016703/
完美9.9成新 原廠盒裝 iPhone 13 128GB 粉紅色,"NT$11,500","Kaohsiung, Taiwan",2025-06-25,iPhone 13,128,11500.0,https://www.facebook.com/marketplace/item/1856938908435742/
“僅拆封開通展示” Apple iPhone 16e 256G 6.1吋 白色 原廠保固2026/05月 分期免頭款/高價回收舊機折抵/門號搭配優惠,"NT$21,500","Kaohsiung, Taiwan",2025-06-25,iPhone 16E,256,21500.0,https://www.facebook.com/marketplace/item/9911361965567863/
iPhone 16e 256g白（已售出,"NT$21,000",Miaoli,2025-06-25,iPhone 16E,256,21000.0,https://www.facebook.com/marketplace/item/953163776643316/
“僅拆封測試9.8新” iPhone 16e 256G 黑 保固2026/3 分期免頭款/高價回收舊機折抵/門號搭配優惠,"NT$21,500","Kaohsiung, Taiwan",2025-06-25,iPhone 16E,256,21500.0,https://www.facebook.com/marketplace/item/1006331647560886/
<全新未拆封> i16e 256g,"NT$22,900","Kaohsiung, Taiwan",2025-06-25,iPhone 16E,256,22900.0,https://www.facebook.com/marketplace/item/587145433948602/
售全新未拆封iPhone 16 128g 白色 另收你用不到的手機,"$26,000",Chiayi,2025-06-25,iPhone 16,128,26000.0,https://www.facebook.com/marketplace/item/604221882525663/
Iphone 16 Pro 保固2026/05,"NT$27,999","Kaohsiung, Taiwan",2025-06-25,iPhone 16 Pro,Unknown,27999.0,https://www.facebook.com/marketplace/item/2855964571254239/
【原廠新機未拆封】I PHONE 16E 128G 黑/白,"NT$19,300","Yünlin, Taiwan",2025-06-25,iPhone 16E,128,19300.0,https://www.facebook.com/marketplace/item/1010444851235926/
Iphone16 256g黑色,"$28,000","Taichung, Taiwan",2025-06-25,iPhone 16,256,28000.0,https://www.facebook.com/marketplace/item/1552144188638197/
【高雄青蘋果】Apple iPhone 16e 256G 黑 僅拆封未開通 6.1吋 蘋果手機 #98146,"NT$22,500","Kaohsiung, Taiwan",2025-06-25,iPhone 16E,256,22500.0,https://www.facebook.com/marketplace/item/570588826107885/
型號：iPhone 14 pro max 1tb 外觀：有些使用痕跡 電池健康度：85% 版本：18.4.1 #9716,"NT$26,500","Taichung, Taiwan",2025-06-25,iPhone 14 Pro Max,1024,26500.0,https://www.facebook.com/marketplace/item/1631175817600494/
“僅拆封開通展示9.9新” Apple iPhone 16 128G 黑色 保固2026/02月 分期免頭款/高價回收舊機折抵/門號搭配優惠,"NT$25,000","Kaohsiung, Taiwan",2025-06-25,iPhone 16,128,25000.0,https://www.facebook.com/marketplace/item/712693181170632/
全新未拆封iPhone 16 plus,"NT$32,500","Kaohsiung, Taiwan",2025-06-25,iPhone 16 Plus,Unknown,32500.0,https://www.facebook.com/marketplace/item/1017394443901873/
【高雄現貨】全新拆封未開通 iPhone 16e 128GB 6.1” 128G 黑 台灣公司貨,"NT$18,800","Kaohsiung, Taiwan",2025-06-25,iPhone 16E,128,18800.0,https://www.facebook.com/marketplace/item/617653748010938/
Apple iPhone 16e (128G) 黑色 白色 全新未拆封 議價勿擾 台南面交,"NT$18,500","Tainan, Taiwan",2025-06-25,iPhone 16E,128,18500.0,https://www.facebook.com/marketplace/item/1291214859184453/
For sale iphone 16 or swap on your road bike depends on your unit.. preffer tcr giant..,"NT$32,000","Kaohsiung, Taiwan",2025-06-25,iPhone 16,Unknown,32000.0,https://www.facebook.com/marketplace/item/1915332972369432/
iPhone 16e 256G 白色 全新未拆,"$22,000","Taichung, Taiwan",2025-06-25,iPhone 16E,256,22000.0,https://www.facebook.com/marketplace/item/2586548624869700/
iPhone 16E 128g全新未拆,"$19,500","Taichung, Taiwan",2025-06-25,iPhone 16E,128,19500.0,https://www.facebook.com/marketplace/item/1200876098091268/
iPhone 16 128G 綠,"NT$22,500","Tainan, Taiwan",2025-06-25,iPhone 16,128,22500.0,https://www.facebook.com/marketplace/item/1078441257514184/
“僅拆封測試未使用” iPhone 16e 128G 黑 保固2026/3月 分期免頭款/高價回收舊機折抵/門號搭配優惠,"NT$19,000","Kaohsiung, Taiwan",2025-06-25,iPhone 16E,128,19000.0,https://www.facebook.com/marketplace/item/1178953080622921/
IPHONE 12 128G白色,"NT$6,500","Taoyuan District, Taoyuan",2025-06-25,iPhone 12,128,6500.0,https://www.facebook.com/marketplace/item/1062241385788703/
Iphone16,"$27,000",Neipu,2025-06-25,iPhone 16,Unknown,27000.0,https://www.facebook.com/marketplace/item/1045311917171039/
高雄可面交👌僅展示功能100%新 iPhone 16e 128G 白色,"NT$18,500","Kaohsiung, Taiwan",2025-06-25,iPhone 16E,128,18500.0,https://www.facebook.com/marketplace/item/1200517778418218/
【高雄現貨】3月開通 電池100% iPhone 16 Pro Max 256GB 黑色鈦金屬 6.9” 台灣公司貨 256G,"NT$36,900","Kaohsiung, Taiwan",2025-06-25,iPhone 16 Pro Max,256,36900.0,https://www.facebook.com/marketplace/item/10087853774607272/
iPhone 16e 256G 白 ⚡️全新未拆封,"NT$23,000","Taichung, Taiwan",2025-06-25,iPhone 16E,256,23000.0,https://www.facebook.com/marketplace/item/3417205171744499/
Iphone16e 128g 白 全新未拆封,"$20,000","Taichung, Taiwan",2025-06-25,iPhone 16E,128,20000.0,https://www.facebook.com/marketplace/item/968284445471004/
【原廠新機未拆封】I PHONE 16E 256G 黑/白,"NT$22,800","Yünlin, Taiwan",2025-06-25,iPhone 16E,256,22800.0,https://www.facebook.com/marketplace/item/1270558787784939/
iPhone 12 13 16 16e OPPO Reno13F,"$7,990",Taitung City,2025-06-25,iPhone 12,Unknown,7990.0,https://www.facebook.com/marketplace/item/679568911290161/
iPhone 15 128,"NT$16,500","Taoyuan District, Taoyuan",2025-06-25,iPhone 15,128,16500.0,https://www.facebook.com/marketplace/item/1192224955720412/
16e-128G 黑色*07767（原廠保內）,"NT$17,900","Tainan, Taiwan",2025-06-25,iPhone 16E,128,17900.0,https://www.facebook.com/marketplace/item/1002148621883791/
出售 IPhone 16 256G 白,"NT$24,500","Taichung, Taiwan",2025-06-25,iPhone 16,256,24500.0,https://www.facebook.com/marketplace/item/663507506065221/
高雄可面交❤️完美無傷 iPhone 14 pro/14 pro max 128/256G,"NT$15,000","Kaohsiung, Taiwan",2025-06-25,iPhone 14 Pro,128,15000.0,https://www.facebook.com/marketplace/item/1400064238106507/
🍨🍵🍨☕️ 售或機換機 iPhone 14 Pro Max 256 紫 $21000 / 收購 回收 iPhone 型號 Xr Xs Pro Mini Max Plus 關鍵字 機種,"NT$21,000",Miaoli,2025-06-25,iPhone 14 Pro Max,256,21000.0,https://www.facebook.com/marketplace/item/1211855286806083/
IPHONE 16 PLUS 256G 白 全新未使用 原廠保固一年 現金價30990 高雄面交,"NT$30,990","Kaohsiung, Taiwan",2025-06-25,iPhone 16 Plus,256,30990.0,https://www.facebook.com/marketplace/item/675074201809273/
IPhone 15 128台中面交,"NT$114,700","Taichung, Taiwan",2025-06-25,iPhone 15,128,114700.0,https://www.facebook.com/marketplace/item/2666888036976432/
【炘馳通訊】iPhone 16 Pro 256G 黑色 二手機 中古機 信用卡分期 舊機折抵 門號折抵,"NT$32,000","Taichung, Taiwan",2025-06-25,iPhone 16 Pro,256,32000.0,https://www.facebook.com/marketplace/item/693476643437249/
iPhone 16e 256G 白,"NT$21,900","Tainan, Taiwan",2025-06-25,iPhone 16E,256,21900.0,https://www.facebook.com/marketplace/item/1247197700525774/
iPhone 15 pro max 白色 256容量 99新,"NT$18,000",Nantou City,2025-06-25,iPhone 15 Pro Max,256,18000.0,https://www.facebook.com/marketplace/item/672305682035521/
高雄可面交🍎僅展示功能100%新 iPhone 16e 128G 白色,"NT$18,800","Kaohsiung, Taiwan",2025-06-25,iPhone 16E,128,18800.0,https://www.facebook.com/marketplace/item/667327695805962/
售iPhone 14 pro max 1tb,"NT$29,500","Taichung, Taiwan",2025-06-25,iPhone 14 Pro Max,1024,29500.0,https://www.facebook.com/marketplace/item/1227522738743694/
換了15pro 出 iPhone11 64G,"NT$1,600","Taichung, Taiwan",2025-06-25,iPhone 11,64,1600.0,https://www.facebook.com/marketplace/item/1203988870568880/
☀️🔥⚡️⭐️ 售或機換機 iPhone 15 128 黑 $16000 / 收購 回收 iPhone 型號 Xr Xs Pro Mini Max Plus 關鍵字 機種,"NT$16,000","Taoyuan District, Taoyuan",2025-06-25,iPhone 15,128,16000.0,https://www.facebook.com/marketplace/item/2114680852334831/
二手 iPhone15 Plus 256G 黑色~電池100%~6.7吋....,"NT$16,000","Hsinchu, Taiwan",2025-06-25,iPhone 15 Plus,256,16000.0,https://www.facebook.com/marketplace/item/1225728755735251/
iPhone 16 256g,"NT$2,000","Taichung, Taiwan",2025-06-25,iPhone 16,256,2000.0,https://www.facebook.com/marketplace/item/2082746432136983/
iPhone 16 128Gb,"NT$1,800","Taoyuan District, Taoyuan",2025-06-25,iPhone 16,128,1800.0,https://www.facebook.com/marketplace/item/1812209326302983/
iPhone 16 256GB 藍色,"NT$2,800","Taoyuan District, Taoyuan",2025-06-25,iPhone 16,256,2800.0,https://www.facebook.com/marketplace/item/1044365460601900/
全新未拆封iPhone 16 pro max512GB 黑色,"NT$22,000","Hsinchu, Taiwan",2025-06-25,iPhone 16 Pro Max,512,22000.0,https://www.facebook.com/marketplace/item/658835193753484/
Iphone15,"NT$15,000","Kaohsiung, Taiwan",2025-06-25,iPhone 15,Unknown,15000.0,https://www.facebook.com/marketplace/item/602448159280964/
售 iPhone16pro 128g 金色 9.9成新,"$25,000","Kaohsiung, Taiwan",2025-06-25,iPhone 16 Pro,128,25000.0,https://www.facebook.com/marketplace/item/3404925186316155/
Iphone16E 128G全新未拆 桃園自取,"NT$19,000","Taoyuan District, Taoyuan",2025-06-25,iPhone 16E,128,19000.0,https://www.facebook.com/marketplace/item/1651566022152345/
高雄可面交🍎全新未拆封 iPhone 16 128/256G 藍/黑,"NT$20,000","Kaohsiung, Taiwan",2025-06-25,iPhone 16,128,20000.0,https://www.facebook.com/marketplace/item/583021741024929/
iPhone16e 128,"NT$18,000",Hualian City,2025-06-25,iPhone 16E,128,18000.0,https://www.facebook.com/marketplace/item/679140331487700/
Iphone 16e 128g 100% 白 高屏可面,"$19,000","Kaohsiung, Taiwan",2025-06-25,iPhone 16E,128,19000.0,https://www.facebook.com/marketplace/item/1041485064517178/
iPhone 14 Pro Max 256,"NT$19,000","Taichung, Taiwan",2025-06-25,iPhone 14 Pro Max,256,19000.0,https://www.facebook.com/marketplace/item/638801238899259/
16 pro max 沙鈦色 公司貨,"NT$36,666","Kaohsiung, Taiwan",2025-06-25,iPhone 16 Pro Max,Unknown,36666.0,https://www.facebook.com/marketplace/item/1023491586550513/
Iphone13mini,"NT$9,200","Taichung, Taiwan",2025-06-25,iPhone 13 mini,Unknown,9200.0,https://www.facebook.com/marketplace/item/1612838942758960/
【出售二手】iPhone 14Pro 512G 紫色 電池健康度100%,"NT$16,900","Tainan, Taiwan",2025-06-25,iPhone 14 Pro,512,16900.0,https://www.facebook.com/marketplace/item/2793765310813309/
找戰損iphone 16,"$8,000","Taichung, Taiwan",2025-06-25,iPhone 16,Unknown,8000.0,https://www.facebook.com/marketplace/item/605930762438012/
iPhone 15,"NT$18,500","Yünlin, Taiwan",2025-06-25,iPhone 15,Unknown,18500.0,https://www.facebook.com/marketplace/item/8835404426560700/
iPhone 15 pro 128g 白鈦色,"NT$12,000",Pingtung,2025-06-25,iPhone 15 Pro,128,12000.0,https://www.facebook.com/marketplace/item/604927269008389/
Iphone16e 256g 白(已售出,"NT$21,000",Miaoli,2025-06-25,iPhone 16E,256,21000.0,https://www.facebook.com/marketplace/item/671942218668177/
史上最低沒人比我便宜 高雄超優惠 限二手機回收優惠價 單買加1500 APPLE IPHONE 13 128G,"NT$8,000","Kaohsiung, Taiwan",2025-06-25,iPhone 13,128,8000.0,https://www.facebook.com/marketplace/item/995927325968724/
機況極好iPhone 15 pro max 256原鈦,"NT$28,500","Taichung, Taiwan",2025-06-25,iPhone 15 Pro Max,256,28500.0,https://www.facebook.com/marketplace/item/1038149357648768/
🏫🏦🏣🏭 售或機換機 iPhone 14 Pro Max 128 黑 $19000 / 收購 回收 iPhone 型號 Xr Xs Pro Mini Max Plus 關鍵字 機種,"NT$19,000","Taoyuan District, Taoyuan",2025-06-25,iPhone 14 Pro Max,128,19000.0,https://www.facebook.com/marketplace/item/681614374461983/
高雄可面交👌全新未拆 iPhone 15/15 pro/15 pro max 128/256G,"NT$15,000","Kaohsiung, Taiwan",2025-06-25,iPhone 15,128,15000.0,https://www.facebook.com/marketplace/item/3806794386230808/
高雄可面交🍎僅展示100%新 iPhone 16 pro 128G 白/金/黑,"NT$25,000","Kaohsiung, Taiwan",2025-06-25,iPhone 16 Pro,128,25000.0,https://www.facebook.com/marketplace/item/1230906505043676/
Apple iPhone 16 Plus 256GB 湛海藍 (外觀漂亮無刮傷、使用次數少、電池健康度100%),"NT$27,500",Chiayi,2025-06-27,iPhone 16 Plus,256,27500.0,https://www.facebook.com/marketplace/item/714473131325914/
iPhone 16 256g 全新未拆.台X大續約保固,"$30,000","Taipei, Taiwan",2025-06-27,iPhone 16,256,30000.0,https://www.facebook.com/marketplace/item/1967634307377320/
iPhone 13 Pro 256G 女用機 （藍） 誠可議價‼️,"NT$12,000","Taipei, Taiwan",2025-06-27,iPhone 13 Pro,256,12000.0,https://www.facebook.com/marketplace/item/1955971775150159/
iPhone 16 pro 256g黑,"$34,500","Hsinchu, Taiwan",2025-06-27,iPhone 16 Pro,256,34500.0,https://www.facebook.com/marketplace/item/741674468239713/
Iphone13pro 128g原廠電池100,"NT$11,500","Keelung, Taiwan",2025-06-27,iPhone 13 Pro,128,11500.0,https://www.facebook.com/marketplace/item/732515719164685/
iphone 15 256g臉部不能用,"NT$13,000","Taipei, Taiwan",2025-06-27,iPhone 15,256,13000.0,https://www.facebook.com/marketplace/item/1043220717945005/
|自用機出售~交換亦可| iPhone 16e 256G 白色 9.99新 電池100% 19800元,"$19,800",Chiayi,2025-06-27,iPhone 16E,256,19800.0,https://www.facebook.com/marketplace/item/30757118030546245/
iPhone 13pro mac128,"NT$15,000","Taichung, Taiwan",2025-06-27,iPhone 13 Pro,128,15000.0,https://www.facebook.com/marketplace/item/1516630082515451/
Iphone16/128g綠色保固超長～,"NT$23,300",Changhua,2025-06-27,iPhone 16,128,23300.0,https://www.facebook.com/marketplace/item/1176529320891025/
|自用機出售~交換亦可| iPhone 16e 128G 黑色 電池100% 9.99新 17800元,"$17,800",Chiayi,2025-06-27,iPhone 16E,128,17800.0,https://www.facebook.com/marketplace/item/1246150067061784/
Iphone12 pro 128g,"NT$8,000","Taoyuan District, Taoyuan",2025-06-27,iPhone 12 Pro,128,8000.0,https://www.facebook.com/marketplace/item/709428325345179/
iPhone 14 Pro 128G 黑色 外觀優於九成新,"$16,000",New Taipei City,2025-06-27,iPhone 14 Pro,128,16000.0,https://www.facebook.com/marketplace/item/1671229586917586/
Apple iPhone 11 Pro Max 256g,"NT$8,000",New Taipei City,2025-06-27,iPhone 11 Pro Max,256,8000.0,https://www.facebook.com/marketplace/item/736706268718172/
iphone 15promax 256g 中古機 二手機 福利機,"NT$27,500",Zhubei,2025-06-27,iPhone 15 Pro Max,256,27500.0,https://www.facebook.com/marketplace/item/2103140380170693/
iPhone 12 Pro 128GB $8000,"NT$8,000",New Taipei City,2025-06-27,iPhone 12 Pro,128,8000.0,https://www.facebook.com/marketplace/item/3652390611559336/
iPhone 12 128G,"$7,000",New Taipei City,2025-06-27,iPhone 12,128,7000.0,https://www.facebook.com/marketplace/item/709307421812703/
Iphone Se3/64 白,"NT$6,000",New Taipei City,2025-06-27,iPhone SE,64,6000.0,https://www.facebook.com/marketplace/item/526290740569143/
