title,price,location,date,model,storage,price_num,normalized_link
賣iPhone xs256g$2500,"$2,500",New Taipei City,2025-06-27,iPhone XS,256,2500.0,https://www.facebook.com/marketplace/item/1804916470090259/
iPhone 13 128g 白色,"NT$8,000","Tainan, Taiwan",2025-06-27,iPhone 13,128,8000.0,https://www.facebook.com/marketplace/item/632354883180711/
iPhone 12 128G 紅 🔋95% 📲🔥,"NT$6,800","Taoyuan District, Taoyuan",2025-06-27,iPhone 12,128,6800.0,https://www.facebook.com/marketplace/item/586042237877917/
Iphone11 128,"NT$4,500","Taichung, Taiwan",2025-06-27,iPhone 11,128,4500.0,https://www.facebook.com/marketplace/item/700536692611634/
iPhone 15 Pro 256GB 白,"NT$1,500",New Taipei City,2025-06-27,iPhone 15 Pro,256,1500.0,https://www.facebook.com/marketplace/item/1389521632100046/
【出售】 iPhone 16e 256G 【容量】256G 【保固】出貨保固一年 【電池健康度】 100% 【外觀】 全新 【貨源】 已拆封 全新機 【售價】$21900 【地點】 面交三重店,"$21,900",New Taipei City,2025-06-27,iPhone 16E,256,21900.0,https://www.facebook.com/marketplace/item/1060435642083658/
iPhone 13,"$8,000","Xihu, Changhua",2025-06-27,iPhone 13,Unknown,8000.0,https://www.facebook.com/marketplace/item/1626024734681920/
Apple iPhone 13 128G 藍色..,"NT$6,000","Taoyuan District, Taoyuan",2025-06-27,iPhone 13,128,6000.0,https://www.facebook.com/marketplace/item/1482522596493868/
新竹實體店面📱iphone15Pro 256G 原色 🉑無卡分期 學生 八大 上班族 軍人 家庭主婦 信用瑕疵 無勞保 快速申辦 當天取機,"NT$25,000","Hsinchu, Taiwan",2025-06-27,iPhone 15 Pro,256,25000.0,https://www.facebook.com/marketplace/item/614237511104302/
IPHONE 15PRO MAX 256GB,"$22,000",Hualian City,2025-06-27,iPhone 15 Pro Max,256,22000.0,https://www.facebook.com/marketplace/item/2094146381063013/
iphoneXR 128g 電池78% 外觀小傷 功能正常,"NT$2,500",Changhua,2025-06-27,iPhone X,128,2500.0,https://www.facebook.com/marketplace/item/23937299169197104/
iPhone 13Pro 128G 藍色 電池100%🍎✨已更換全新電池,"NT$13,000","Taoyuan District, Taoyuan",2025-06-27,iPhone 13 Pro,128,13000.0,https://www.facebook.com/marketplace/item/1155883626579278/
iPhone 12 128g 紫色,"NT$4,000",Neipu,2025-06-27,iPhone 12,128,4000.0,https://www.facebook.com/marketplace/item/735300352358481/
iPhone 12Pro 128G,"NT$7,500","Tainan, Taiwan",2025-06-27,iPhone 12 Pro,128,7500.0,https://www.facebook.com/marketplace/item/2126301507837346/
iPhone 13 Pro Max 128G 黑,"NT$13,500","Tainan, Taiwan",2025-06-27,iPhone 13 Pro Max,128,13500.0,https://www.facebook.com/marketplace/item/1060697902174672/
🌟IPhone 13Pro 256G🔋100%,"NT$13,500","Taoyuan District, Taoyuan",2025-06-27,iPhone 13 Pro,256,13500.0,https://www.facebook.com/marketplace/item/1026864436235690/
出售iPhone 12Pro 512GB 藍色一隻 可面交,"NT$1,300","Taoyuan District, Taoyuan",2025-06-27,iPhone 12 Pro,512,1300.0,https://www.facebook.com/marketplace/item/1796630694224492/
【售】 iPhone 12 Pro Max 128GB 藍,"NT$5,500",Chiayi,2025-06-27,iPhone 12 Pro Max,128,5500.0,https://www.facebook.com/marketplace/item/1416198329716177/
iPhone 15ProMax 512G 原色 電池89%🍎✨機美😻無盒裝,"NT$30,000","Taoyuan District, Taoyuan",2025-06-27,iPhone 15 Pro Max,512,30000.0,https://www.facebook.com/marketplace/item/1138193978115075/
iPhone 13ProMax 128G 黑色 電池87%🍎✨外觀漂亮😻,"NT$15,500","Taoyuan District, Taoyuan",2025-06-27,iPhone 13 Pro Max,128,15500.0,https://www.facebook.com/marketplace/item/1187850499759551/
iPhone 12ProMax 128G 黑色 電池80%🍎✨外觀漂亮😻✨,"NT$12,000","Taoyuan District, Taoyuan",2025-06-27,iPhone 12 Pro Max,128,12000.0,https://www.facebook.com/marketplace/item/696507473147946/
iPhone 13 128G 粉色🍎✨女用保護的很好😻,"NT$10,500","Taoyuan District, Taoyuan",2025-06-27,iPhone 13,128,10500.0,https://www.facebook.com/marketplace/item/1399111557858386/
iPhone 12 128G 綠色 電池96%🍎✨外觀電池漂亮🤩,"NT$8,000","Taoyuan District, Taoyuan",2025-06-27,iPhone 12,128,8000.0,https://www.facebook.com/marketplace/item/600166802687740/
IPhone XS MAX 256G 底價急賣,"NT$1,100",Changhua,2025-06-27,iPhone XS,256,1100.0,https://www.facebook.com/marketplace/item/4148856868773394/
自用 iPhone 15 Pro Max 256 功能正常 漂亮 無拆修 低價出售,"NT$5,500","Taichung, Taiwan",2025-06-27,iPhone 15 Pro Max,256,5500.0,https://www.facebook.com/marketplace/item/1060812049331259/
iPhone 11 256G 紅色 功能正常 6.1吋功能正常,"NT$3,000","Kaohsiung, Taiwan",2025-06-27,iPhone 11,256,3000.0,https://www.facebook.com/marketplace/item/724049606907948/
iPhone 7 128G 玫瑰金 功能正常 二手 IPhone7 i7 4.7吋 蘋果.,"NT$1,500",Xinpu,2025-06-27,iPhone 7,128,1500.0,https://www.facebook.com/marketplace/item/1408105206882124/
Iphone 15 pro max 現低價出售 暗黑色 内存256G 電池容量99%,"NT$5,000","Taichung, Taiwan",2025-06-27,iPhone 15 Pro Max,256,5000.0,https://www.facebook.com/marketplace/item/1950806659006691/
自用 iPhone 15 Pro 256G 6.1 灰色 功能正常 漂亮 無拆修 低價出售,"NT$5,000","Taichung, Taiwan",2025-06-27,iPhone 15 Pro,256,5000.0,https://www.facebook.com/marketplace/item/1637219793631470/
Iphone14 pro 256g,"$13,900","Yünlin, Taiwan",2025-06-27,iPhone 14 Pro,256,13900.0,https://www.facebook.com/marketplace/item/701503819044250/
極新二手 限台中面交 iPhone 15 Pro Max 256G 鈦黑 過保+電池90%,"NT$29,000","Taichung, Taiwan",2025-06-27,iPhone 15 Pro Max,256,29000.0,https://www.facebook.com/marketplace/item/547147041769499/
iPhone 13 128g綠,"$4,500","Kaohsiung, Taiwan",2025-06-27,iPhone 13,128,4500.0,https://www.facebook.com/marketplace/item/1058361982402893/
iPhone 12 128G,"$4,800",Hualian City,2025-06-27,iPhone 12,128,4800.0,https://www.facebook.com/marketplace/item/1194967102310836/
iphone 14 pro max 256g 更換副廠螢幕,"NT$16,000",New Taipei City,2025-06-27,iPhone 14 Pro Max,256,16000.0,https://www.facebook.com/marketplace/item/1024473546507936/
售iphone12pro128 黑 電86,"$8,000",Hualian City,2025-06-27,iPhone 12 Pro,128,8000.0,https://www.facebook.com/marketplace/item/1062522095780221/
iPhone 14 Pro 128G,"$15,500",Hualian City,2025-06-27,iPhone 14 Pro,128,15500.0,https://www.facebook.com/marketplace/item/1008786584758984/
iphone14promax256⚡️83售19000,"NT$19,000","Taipei, Taiwan",2025-06-27,iPhone 14 Pro Max,256,19000.0,https://www.facebook.com/marketplace/item/1418414275827475/
Iphone 14 128g,"NT$10,000","Kaohsiung, Taiwan",2025-06-27,iPhone 14,128,10000.0,https://www.facebook.com/marketplace/item/1278229190865800/
Iphone SE3,"NT$5,800","Yünlin, Taiwan",2025-06-27,iPhone SE,Unknown,5800.0,https://www.facebook.com/marketplace/item/1629955717666718/
高雄可面交👌全新未拆封 iPhone 15 pro/15 pro max 128/256G,"NT$20,000","Kaohsiung, Taiwan",2025-06-27,iPhone 15 Pro,128,20000.0,https://www.facebook.com/marketplace/item/1389087758779056/
iPhone 15Plus 128G,"NT$18,500","Tainan, Taiwan",2025-06-27,iPhone 15 Plus,128,18500.0,https://www.facebook.com/marketplace/item/1455012662617130/
IPHONE 14PRO 256G黑色,"NT$16,000","Taoyuan District, Taoyuan",2025-06-27,iPhone 14 Pro,256,16000.0,https://www.facebook.com/marketplace/item/970413628390258/
iPhone 14pro 256gb,"NT$18,000",Lukang,2025-06-27,iPhone 14 Pro,256,18000.0,https://www.facebook.com/marketplace/item/3574986852633240/
iphone14 128g 電池100%,"NT$13,900","Taichung, Taiwan",2025-06-27,iPhone 14,128,13900.0,https://www.facebook.com/marketplace/item/1222794399012821/
iPhone 13 128GB 墨綠色,"NT$8,500","Taipei, Taiwan",2025-06-27,iPhone 13,128,8500.0,https://www.facebook.com/marketplace/item/1469451737524033/
出售iPhone 16 pro 128G金色,"NT$28,500","Taichung, Taiwan",2025-06-27,iPhone 16 Pro,128,28500.0,https://www.facebook.com/marketplace/item/1809084159640403/
iphone 15 pro max 256g,"NT$26,500",New Taipei City,2025-06-27,iPhone 15 Pro Max,256,26500.0,https://www.facebook.com/marketplace/item/1095947102389323/
Apple Iphone 11 128 黑色,"NT$4,500","Taipei, Taiwan",2025-06-27,iPhone 11,128,4500.0,https://www.facebook.com/marketplace/item/1117344756877528/
iPhone 15 pro max 512g 大容量,"NT$1,400",Hualian City,2025-06-27,iPhone 15 Pro Max,512,1400.0,https://www.facebook.com/marketplace/item/1123807899380839/
iPhone 11 Plus max,"NT$5,000","Taipei, Taiwan",2025-06-27,iPhone 11 Plus,Unknown,5000.0,https://www.facebook.com/marketplace/item/572081239307933/
我需要一隻iPhone 12 iPhone 13 128 G B需要有人多餘的手機可以割愛給我,"$3,000","Yünlin, Taiwan",2025-06-27,Multiple,128,3000.0,https://www.facebook.com/marketplace/item/1020539176734251/
iPhone XR 128g,"$1,200","Kaohsiung, Taiwan",2025-06-27,iPhone X,128,1200.0,https://www.facebook.com/marketplace/item/1348200019576183/
iphone14 128g 🔋85%台南可面交,"NT$11,500","Tainan, Taiwan",2025-06-27,iPhone 14,128,11500.0,https://www.facebook.com/marketplace/item/480609805114757/
iPhone 13 128g 9成新,"NT$9,500","Kaohsiung, Taiwan",2025-06-27,iPhone 13,128,9500.0,https://www.facebook.com/marketplace/item/1057982605827742/
Iphone 14,"NT$16,500","Taichung, Taiwan",2025-06-27,iPhone 14,Unknown,16500.0,https://www.facebook.com/marketplace/item/9590345614421208/
iPhone 15 pro max 256g 原鈦色,"NT$25,000",Chiayi,2025-06-27,iPhone 15 Pro Max,256,25000.0,https://www.facebook.com/marketplace/item/10074281012607762/
IPHONE 13 128G 黑 電池73 現金價7490 高雄面交,"NT$7,490","Kaohsiung, Taiwan",2025-06-27,iPhone 13,128,7490.0,https://www.facebook.com/marketplace/item/579890064853456/
iphone12 128g白色,"$7,000","Yünlin, Taiwan",2025-06-27,iPhone 12,128,7000.0,https://www.facebook.com/marketplace/item/1225205845777349/
iPhone 15 128g 藍色✨電池89%（有盒）🔋,"NT$17,000","Taoyuan District, Taoyuan",2025-06-27,iPhone 15,128,17000.0,https://www.facebook.com/marketplace/item/1440584647026011/
9.5新iPhone xs max 256g金色 港版 雙卡雙待 盒序同 功能正常 無拆機無維修過 電84% 不耗電 還無需換電池=4990,"NT$4,990","Kaohsiung, Taiwan",2025-06-27,iPhone XS,256,4990.0,https://www.facebook.com/marketplace/item/1796105954451748/
iPhone 16 Pro Max 512G,"NT$46,300","Taichung, Taiwan",2025-06-27,iPhone 16 Pro Max,512,46300.0,https://www.facebook.com/marketplace/item/1336432910764050/
"出售iPhone 6,64G",$700,New Taipei City,2025-06-27,iPhone 6,64,700.0,https://www.facebook.com/marketplace/item/1208989300909777/
IphoneX 256G 電池100,"NT$4,000","Kaohsiung, Taiwan",2025-06-27,iPhone X,256,4000.0,https://www.facebook.com/marketplace/item/1078909240781867/
iPhone 11 128G,"NT$5,200","Taoyuan District, Taoyuan",2025-06-27,iPhone 11,128,5200.0,https://www.facebook.com/marketplace/item/1249157596238631/
空機單機iPhone 12 pro 128g(限面交不寄送),"NT$7,000","Taoyuan District, Taoyuan",2025-06-27,iPhone 12 Pro,128,7000.0,https://www.facebook.com/marketplace/item/1041152064200359/
IPHONE 8 PLUS 256G 電池100特價2990 高雄面交,"NT$2,990","Kaohsiung, Taiwan",2025-06-27,iPhone 8 Plus,256,2990.0,https://www.facebook.com/marketplace/item/1002934695230160/
iPhone X 256G,"NT$5,000","Taoyuan District, Taoyuan",2025-06-27,iPhone X,256,5000.0,https://www.facebook.com/marketplace/item/4103337179987765/
桃園徵iphone 6s 64g 128g 一支 工作用,"$1,000","Taoyuan District, Taoyuan",2025-06-27,iPhone 6S,64,1000.0,https://www.facebook.com/marketplace/item/738870055331798/
Iphone 11 64g 電池80 台南,"NT$3,800","Tainan, Taiwan",2025-06-27,iPhone 11,64,3800.0,https://www.facebook.com/marketplace/item/1403678027344412/
iPhone 15 pro,"$27,000","Kaohsiung, Taiwan",2025-06-27,iPhone 15 Pro,Unknown,27000.0,https://www.facebook.com/marketplace/item/1371460477301349/
iPhone 13 256G 相機有問題 已反映價格,"NT$6,800","Taoyuan District, Taoyuan",2025-06-27,iPhone 13,256,6800.0,https://www.facebook.com/marketplace/item/2861513360702291/
Iphone12pro128,"$10,000","Kaohsiung, Taiwan",2025-06-27,iPhone 12 Pro,128,10000.0,https://www.facebook.com/marketplace/item/2131542210692849/
iphone12 128g 可小議,"NT$5,500",Changhua,2025-06-27,iPhone 12,128,5500.0,https://www.facebook.com/marketplace/item/2089540344864683/
📱iPhone 12PRO 128G 黑色 🔋100% #77918,"NT$8,000","Tainan, Taiwan",2025-06-27,iPhone 12 Pro,128,8000.0,https://www.facebook.com/marketplace/item/1468566944314130/
【艾爾巴二手】iphone 13 mini 128G A2628 5.4吋 黑 #二手機 #嘉義店QFHRH,"NT$6,500",Chiayi,2025-06-27,iPhone 13 mini,128,6500.0,https://www.facebook.com/marketplace/item/1151616546984497/
便宜售二手iphone13 pro 256GB 藍 $13900,"NT$13,900","Tainan, Taiwan",2025-06-27,iPhone 13 Pro,256,13900.0,https://www.facebook.com/marketplace/item/1987467911660606/
IPHONE 14PRO 128G紫色,"NT$14,500","Taoyuan District, Taoyuan",2025-06-27,iPhone 14 Pro,128,14500.0,https://www.facebook.com/marketplace/item/749871087596214/
iPhone 14 128G 黑色 電池87%🍎✨外觀有傷✨,"NT$12,500","Taoyuan District, Taoyuan",2025-06-27,iPhone 14,128,12500.0,https://www.facebook.com/marketplace/item/1849032448991008/
iPhone 14ProMax 128G 紫色 電池88%🍎✨更換過螢幕📣已反映在價格上,"NT$18,500","Taoyuan District, Taoyuan",2025-06-27,iPhone 14 Pro Max,128,18500.0,https://www.facebook.com/marketplace/item/1429607618246422/
iPhone 14ProMax 256G 紫色 電池81%🍎✨外觀漂亮😻,"NT$21,500","Taoyuan District, Taoyuan",2025-06-27,iPhone 14 Pro Max,256,21500.0,https://www.facebook.com/marketplace/item/587619244397463/
精選中古 iphone11 128g 黑 外觀。,"NT$4,000","Kaohsiung, Taiwan",2025-06-27,iPhone 11,128,4000.0,https://www.facebook.com/marketplace/item/588153527577612/
桃園八德實體店面📍IPHONE 12Pro Max 256GB 金色🖤（847）,"NT$12,000","Taoyuan District, Taoyuan",2025-06-27,iPhone 12 Pro Max,256,12000.0,https://www.facebook.com/marketplace/item/1417305319614322/
全新未拆iphone 15 128G,"NT$22,000","Tainan, Taiwan",2025-06-27,iPhone 15,128,22000.0,https://www.facebook.com/marketplace/item/657705263982249/
iPhone 16Pro 128G 原色 電池100%🍎✨原廠保固2025/09/11,"NT$33,000","Taoyuan District, Taoyuan",2025-06-27,iPhone 16 Pro,128,33000.0,https://www.facebook.com/marketplace/item/650810071307911/
iPhone 11 128g 綠色,"NT$1,200","Tainan, Taiwan",2025-06-27,iPhone 11,128,1200.0,https://www.facebook.com/marketplace/item/1228084255719063/
iPhone XsMax 64G 金色 電池81%🍎✨,"NT$5,500","Taoyuan District, Taoyuan",2025-06-27,iPhone XS,64,5500.0,https://www.facebook.com/marketplace/item/3952716205038706/
Iphone 13 mini 128g.,"NT$2,500","Taipei, Taiwan",2025-06-27,iPhone 13 mini,128,2500.0,https://www.facebook.com/marketplace/item/1084573863535850/
iPhone 15PRO 256GB 台中店取 二手可折抵,"NT$24,980","Taichung, Taiwan",2025-06-27,iPhone 15 Pro,256,24980.0,https://www.facebook.com/marketplace/item/1388478319153027/
高雄可面交🍎完美無傷iPhone 12 pro/12 pro max 128/256G,"NT$5,000","Kaohsiung, Taiwan",2025-06-27,iPhone 12 Pro,128,5000.0,https://www.facebook.com/marketplace/item/694286823600268/
iPhone 12mini 128G 綠,"NT$1,200","Taoyuan District, Taoyuan",2025-06-27,iPhone 12 mini,128,1200.0,https://www.facebook.com/marketplace/item/9658126310982010/
IPHONE11 128G 紫色 6.1吋 全新電池 可免卡分期 可舊機折抵 歡迎來店看機,"NT$5,999","Tainan, Taiwan",2025-06-27,iPhone 11,128,5999.0,https://www.facebook.com/marketplace/item/9787809904662290/
IPHONE12PRO 128G 藍色 6.1吋 全新電池 可免卡分期 可舊機折抵 歡迎來店看機,"NT$8,500","Tainan, Taiwan",2025-06-27,iPhone 12 Pro,128,8500.0,https://www.facebook.com/marketplace/item/1129858565626517/
誠心出售自用iPhone 13pro 256g 可以面交,"NT$4,000","Yünlin, Taiwan",2025-06-27,iPhone 13 Pro,256,4000.0,https://www.facebook.com/marketplace/item/1420799466016485/
iphone 13pro 256G 藍,"NT$6,000",Changhua,2025-06-27,iPhone 13 Pro,256,6000.0,https://www.facebook.com/marketplace/item/995891599423376/
IPhone 12 Mini 黑色 128g,"NT$4,000","Tainan, Taiwan",2025-06-27,iPhone 12 mini,128,4000.0,https://www.facebook.com/marketplace/item/4076118805951303/
iphone16 pro max 256g 沙漠鈦,"NT$35,000",Hualian City,2025-06-27,iPhone 16 Pro Max,256,35000.0,https://www.facebook.com/marketplace/item/1000497241667436/
Iphone12 128g 黑,"NT$3,500","Hsinchu, Taiwan",2025-06-27,iPhone 12,128,3500.0,https://www.facebook.com/marketplace/item/742811361500421/
IPHONE15pro256,"$25,000","Tainan, Taiwan",2025-06-27,iPhone 15 Pro,256,25000.0,https://www.facebook.com/marketplace/item/697082763208216/
iPhone 15pro 原 256G 🔋89%（3884）,"NT$24,000","Kaohsiung, Taiwan",2025-06-27,iPhone 15 Pro,256,24000.0,https://www.facebook.com/marketplace/item/1754487955423390/
iPhone 15plus 128g 電池89%過保9成新,"NT$17,000","Taoyuan District, Taoyuan",2025-06-27,iPhone 15 Plus,128,17000.0,https://www.facebook.com/marketplace/item/1707958667272417/
售 - iPhone 14 Pro 256G,"NT$16,500","Taoyuan District, Taoyuan",2025-06-27,iPhone 14 Pro,256,16500.0,https://www.facebook.com/marketplace/item/707952738393318/
Iphone 15 128g 未拆封,"NT$21,000","Yüli, T'Ai-Wan, Taiwan",2025-06-27,iPhone 15,128,21000.0,https://www.facebook.com/marketplace/item/2206133889837332/
️iPhone 13 Promax,"NT$14,500","Taoyuan District, Taoyuan",2025-06-27,iPhone 13 Pro Max,Unknown,14500.0,https://www.facebook.com/marketplace/item/1463609955046623/
iPhone 13 Pro Max 256 外觀無傷包膜、無維修、電池量84%,"NT$15,500","Taoyuan District, Taoyuan",2025-06-27,iPhone 13 Pro Max,256,15500.0,https://www.facebook.com/marketplace/item/4147434298817866/
🌟IPhone 14 Plus-128G 🔋84%福利機出清🫶,"NT$8,500","Taoyuan District, Taoyuan",2025-06-27,iPhone 14 Plus,128,8500.0,https://www.facebook.com/marketplace/item/998931398770126/
售iPhone 14pro max 256,"NT$19,500","Tainan, Taiwan",2025-06-27,iPhone 14 Pro Max,256,19500.0,https://www.facebook.com/marketplace/item/10040379616069302/
iPhone 14pro,"NT$16,000","Taichung, Taiwan",2025-06-27,iPhone 14 Pro,Unknown,16000.0,https://www.facebook.com/marketplace/item/1951845312237928/
Apple iPhone 14 256G 紫色 機況良好 功能正常 邊框底部有小傷 電池健康度80% 中壢火車站實體店面,"NT$12,500","Taoyuan District, Taoyuan",2025-06-27,iPhone 14,256,12500.0,https://www.facebook.com/marketplace/item/1029659482646579/
iPhone 15 promax 512G 白色 漂亮美機,"NT$32,000","Kaohsiung, Taiwan",2025-06-27,iPhone 15 Pro Max,512,32000.0,https://www.facebook.com/marketplace/item/1556800648342357/
Iphone xs 256G 金 兩台,"$4,500","Taipei, Taiwan",2025-06-27,iPhone XS,256,4500.0,https://www.facebook.com/marketplace/item/651568681139222/
IPhone 16 Pro,"NT$34,000","Taoyuan District, Taoyuan",2025-06-27,iPhone 16 Pro,Unknown,34000.0,https://www.facebook.com/marketplace/item/1053972943340678/
Iphone xs max(64g)！不議價！,"NT$3,500",New Taipei City,2025-06-27,iPhone XS,64,3500.0,https://www.facebook.com/marketplace/item/724359686781388/
iphone 14 pro max 512g 紫,"NT$19,500","Erhlin, T'Ai-Wan, Taiwan",2025-06-27,iPhone 14 Pro Max,512,19500.0,https://www.facebook.com/marketplace/item/1158175759415857/
🍎蘋果iPhone 11 256紫,"NT$4,500","Tainan, Taiwan",2025-06-27,iPhone 11,256,4500.0,https://www.facebook.com/marketplace/item/1183720520219160/
iPhone 14pro 256G 金,"NT$17,000","Kaohsiung, Taiwan",2025-06-27,iPhone 14 Pro,256,17000.0,https://www.facebook.com/marketplace/item/1249460230518224/
🍎 iPhone 13 pro max 128GB 白色,"NT$14,000","Taichung, Taiwan",2025-06-27,iPhone 13 Pro Max,128,14000.0,https://www.facebook.com/marketplace/item/9743424069120456/
［自售］iPhone 13 128 粉色 Pink 有兩隻,"NT$9,000","Hsinchu, Taiwan",2025-06-27,iPhone 13,128,9000.0,https://www.facebook.com/marketplace/item/617752361311950/
iPhone 12 黑 128 G,"NT$6,500","Lotung, T'Ai-Wan, Taiwan",2025-06-27,iPhone 12,128,6500.0,https://www.facebook.com/marketplace/item/1145577074248624/
近全新- 自用二手 iPhone 16 Pro 512G 白鈦色,"NT$37,000","Kaohsiung, Taiwan",2025-06-27,iPhone 16 Pro,512,37000.0,https://www.facebook.com/marketplace/item/716909217762427/
iPhone 15 Pro Max 256GB,"NT$26,900","Tainan, Taiwan",2025-06-27,iPhone 15 Pro Max,256,26900.0,https://www.facebook.com/marketplace/item/1771025517158245/
IPHONE 12PRO MAX 256藍色,"NT$7,000","Taoyuan District, Taoyuan",2025-06-27,iPhone 12 Pro Max,256,7000.0,https://www.facebook.com/marketplace/item/1259575345886370/
iPhone 16 pro 256G 原,"NT$32,000","Kaohsiung, Taiwan",2025-06-27,iPhone 16 Pro,256,32000.0,https://www.facebook.com/marketplace/item/4154075041538127/
iphone14pro max 256g🔋100%台南可面交,"NT$20,500","Tainan, Taiwan",2025-06-27,iPhone 14 Pro Max,256,20500.0,https://www.facebook.com/marketplace/item/1239157777737146/
iphone13 128G 黑,"NT$10,000","Taoyuan District, Taoyuan",2025-06-27,iPhone 13,128,10000.0,https://www.facebook.com/marketplace/item/1048155203642872/
Iphone 13 mini,"NT$9,000","Taoyuan District, Taoyuan",2025-06-27,iPhone 13 mini,Unknown,9000.0,https://www.facebook.com/marketplace/item/596163263525858/
Apple iPhone 12promax 128G 二手機 福利機 螢幕有瑕疵,"NT$7,900","Kaohsiung, Taiwan",2025-06-27,iPhone 12 Pro Max,128,7900.0,https://www.facebook.com/marketplace/item/1943057779857011/
iPhone 14ProMax 512G 🔋87%,"NT$23,000","Taoyuan District, Taoyuan",2025-06-27,iPhone 14 Pro Max,512,23000.0,https://www.facebook.com/marketplace/item/579090098591922/
iPhone 16 PRO MAX 256 GB,"NT$36,500",New Taipei City,2025-06-27,iPhone 16 Pro Max,256,36500.0,https://www.facebook.com/marketplace/item/1290366465926618/
Iphone12 pro 128G,"NT$9,000","Kaohsiung, Taiwan",2025-06-27,iPhone 12 Pro,128,9000.0,https://www.facebook.com/marketplace/item/3065896203592097/
iPhone 11 Pro Max 256GB 綠色,"$8,300","Kaohsiung, Taiwan",2025-06-27,iPhone 11 Pro Max,256,8300.0,https://www.facebook.com/marketplace/item/1096393805770570/
iPhone 14 128Gb,"$12,500",New Taipei City,2025-06-27,iPhone 14,128,12500.0,https://www.facebook.com/marketplace/item/1288674972686717/
iPhone 11 128G 電池彈窗 螢幕彈窗,"NT$5,200","Taoyuan District, Taoyuan",2025-06-27,iPhone 11,128,5200.0,https://www.facebook.com/marketplace/item/2276660316070030/
iPhone 14 pro 128gb 🔋100 14pro 128gb.可以見面,"NT$3,500","Taichung, Taiwan",2025-06-27,iPhone 14 Pro,128,3500.0,https://www.facebook.com/marketplace/item/4053331944952013/
iPhone 13 128G,"$7,500",New Taipei City,2025-06-27,iPhone 13,128,7500.0,https://www.facebook.com/marketplace/item/564986076405434/
iphone 15 pro 128g 電池健康度91% 土城站可面交,"NT$23,000",New Taipei City,2025-06-27,iPhone 15 Pro,128,23000.0,https://www.facebook.com/marketplace/item/1214608690309511/
IphoneXS MAX 64G 金 🔋87%（雙北面交）,"NT$4,900",New Taipei City,2025-06-27,iPhone XS,64,4900.0,https://www.facebook.com/marketplace/item/1337511450682492/
😁Iphone 16 Pro Max 256G,"NT$36,500","Yünlin, Taiwan",2025-06-27,iPhone 16 Pro Max,256,36500.0,https://www.facebook.com/marketplace/item/747639997608013/
［購買］IPhone 16 pro,NT$999,"Taipei, Taiwan",2025-06-27,iPhone 16 Pro,Unknown,999.0,https://www.facebook.com/marketplace/item/1409184490297227/
Iphone Se3/64 黑,"NT$5,500",New Taipei City,2025-06-27,iPhone SE,64,5500.0,https://www.facebook.com/marketplace/item/1674462756552023/
📱iPhone 16Pro 256G 🔋100% ♻️220次 原鈦色 #17575,"NT$31,500","Tainan, Taiwan",2025-06-27,iPhone 16 Pro,256,31500.0,https://www.facebook.com/marketplace/item/1887807138734895/
IPhone 14 Plus想換15 Pro,"NT$13,900","Taichung, Taiwan",2025-06-27,iPhone 14 Plus,Unknown,13900.0,https://www.facebook.com/marketplace/item/1105661868072212/
iPhone 13 pro 金色 功能正常 原廠,"NT$6,500","Yünlin, Taiwan",2025-06-27,iPhone 13 Pro,Unknown,6500.0,https://www.facebook.com/marketplace/item/24580930574841156/
Iphone 14Pro 256G銀色🍎原廠螢幕,"NT$8,000","Hsinchu, Taiwan",2025-06-27,iPhone 14 Pro,256,8000.0,https://www.facebook.com/marketplace/item/698724302760839/
iPhone 14 Pro 128g送全新電池,"NT$16,500","Taoyuan District, Taoyuan",2025-06-27,iPhone 14 Pro,128,16500.0,https://www.facebook.com/marketplace/item/2099980573862502/
iPhone 15 pro 256G 歡迎舊機折抵,"NT$25,000","Taichung, Taiwan",2025-06-27,iPhone 15 Pro,256,25000.0,https://www.facebook.com/marketplace/item/604201672718474/
iPhone 13 128G 白色🍎✨更換過副廠螢幕📣已反映在價格上,"NT$8,500","Taoyuan District, Taoyuan",2025-06-27,iPhone 13,128,8500.0,https://www.facebook.com/marketplace/item/2088641078325536/
iPhone SE2 128G 紅,"NT$1,000","Tainan, Taiwan",2025-06-27,iPhone SE,128,1000.0,https://www.facebook.com/marketplace/item/1522287472081858/
iPhone 11 promax64色🔋89,"NT$6,000","Taichung, Taiwan",2025-06-27,iPhone 11 Pro Max,64,6000.0,https://www.facebook.com/marketplace/item/1400253994356219/
iphone x 256G,"NT$1,000","Taichung, Taiwan",2025-06-27,iPhone X,256,1000.0,https://www.facebook.com/marketplace/item/1202586251614607/
iPhone 12Pro 256G 藍色100%🍎✨外觀有傷📣更換過全新電池,"NT$10,000","Taoyuan District, Taoyuan",2025-06-27,iPhone 12 Pro,256,10000.0,https://www.facebook.com/marketplace/item/1607026956642139/
IPhone 14Promax-128G 紫色 全部都是原廠的,"NT$5,000","Kaohsiung, Taiwan",2025-06-27,iPhone 14 Pro Max,128,5000.0,https://www.facebook.com/marketplace/item/1741697519767608/
iPhone 13 mini 128G 電池89% 無拆修 無損傷 功能正常,"NT$4,800","Taichung, Taiwan",2025-06-27,iPhone 13 mini,128,4800.0,https://www.facebook.com/marketplace/item/730183312711948/
iPhone 13 pro 256gb 急售 女用一手機,"NT$1,200","Keelung, Taiwan",2025-06-27,iPhone 13 Pro,256,1200.0,https://www.facebook.com/marketplace/item/1697507347802108/
