excluded_reason,title,price,location,date,model,storage,price_num,normalized_link
Duplicate link,iPhone15Pro 256G 黑色 漂亮無傷 只要23800 !!!,"NT$23,800","Taipei, Taiwan",2025-07-03,iPhone 15 Pro,256,23800.0,https://www.facebook.com/marketplace/item/1361666581788999/
Duplicate link,Iphone15promax512g,"NT$25,000","Taipei, Taiwan",2025-07-03,iPhone 15 Pro Max,512,25000.0,https://www.facebook.com/marketplace/item/10076289499105307/
Duplicate link,Iphone16 128g,"$23,800",New Taipei City,2025-07-03,iPhone 16,128,23800.0,https://www.facebook.com/marketplace/item/2417889498578139/
Duplicate link,Iphone16 pro 256G沙漠鈦色有鏡頭 貼膜 保護殼,"$31,000",New Taipei City,2025-07-03,iPhone 16 Pro,256,31000.0,https://www.facebook.com/marketplace/item/719885007249910/
Duplicate link,【販售商品】I phone16 128,"NT$21,000",New Taipei City,2025-07-03,iPhone 16,128,21000.0,https://www.facebook.com/marketplace/item/908208884783828/
Duplicate link,I phone16 128,"NT$21,000",New Taipei City,2025-07-03,iPhone 16,128,21000.0,https://www.facebook.com/marketplace/item/2542731506065911/
Duplicate link,iPhone 16 pro,"NT$28,000",New Taipei City,2025-07-03,iPhone 16 Pro,Unknown,28000.0,https://www.facebook.com/marketplace/item/542285915618153/
Duplicate link,Apple iPhone 16e黑/白色(128G/6.1吋) 全新未拆封台灣公司貨 空機價$19400北市中山區門市面交,"NT$19,400","Taipei, Taiwan",2025-07-03,iPhone 16E,128,19400.0,https://www.facebook.com/marketplace/item/499296603235700/
Duplicate link,I13,"NT$9,000",New Taipei City,2025-07-03,iPhone 13,Unknown,9000.0,https://www.facebook.com/marketplace/item/1021300116568150/
Duplicate link,I phone 16 e 256g,"NT$19,000","Taipei, Taiwan",2025-07-03,iPhone 16,256,19000.0,https://www.facebook.com/marketplace/item/679811141581294/
Duplicate link,iPhone 16 256G 白色 保固2026/01/10,"NT$28,900","Taipei, Taiwan",2025-07-03,iPhone 16,256,28900.0,https://www.facebook.com/marketplace/item/1441128383534940/
Duplicate link,Iphone16粉 128G 🔋100#,"$22,000",New Taipei City,2025-07-03,iPhone 16,128,22000.0,https://www.facebook.com/marketplace/item/1200974007751669/
Duplicate link,🫧現貨 全新未拆［iPhone］iphone 16｜16plus 128g／256g／512g 黑/白/粉/綠/藍 台灣公司貨 原廠保固一年,"NT$27,900","Taipei, Taiwan",2025-07-03,iPhone 16,128,27900.0,https://www.facebook.com/marketplace/item/620791877199242/
Duplicate link,二手IPhone 14 256G,"NT$10,800","Taipei, Taiwan",2025-07-03,iPhone 14,256,10800.0,https://www.facebook.com/marketplace/item/673801681725557/
Duplicate link,iPhone 16 256G 黑色 保固2025/12/2,"NT$28,900","Taipei, Taiwan",2025-07-03,iPhone 16,256,28900.0,https://www.facebook.com/marketplace/item/1114144276924128/
Duplicate link,蘋果 iPhone16 promax 256g 黑,"NT$38,000",New Taipei City,2025-07-03,iPhone 16 Pro Max,256,38000.0,https://www.facebook.com/marketplace/item/731336859389212/
Duplicate link,iPhone 16 plus 256 黑色 稀有貨256‼️,"NT$28,000","Taipei, Taiwan",2025-07-03,iPhone 16 Plus,256,28000.0,https://www.facebook.com/marketplace/item/683856184056537/
Duplicate link,iPhone 16 256g 藍色✨全機無傷 雙北桃面交,"NT$25,500",New Taipei City,2025-07-03,iPhone 16,256,25500.0,https://www.facebook.com/marketplace/item/667200516043746/
Duplicate link,Iphone 16 128Gb 深青色💚,"NT$23,000","Taipei, Taiwan",2025-07-03,iPhone 16,128,23000.0,https://www.facebook.com/marketplace/item/949199783995178/
Duplicate link,實體門市 全新未拆2025 Apple iPhone 16e 128G 可免信用卡分期 現金分期 』SE3 萊分期 萊斯通訊,"NT$19,900",New Taipei City,2025-07-03,iPhone 16E,128,19900.0,https://www.facebook.com/marketplace/item/1277569110385770/
Duplicate link,二手 IPhone 14 256G,"NT$11,000","Taipei, Taiwan",2025-07-03,iPhone 14,256,11000.0,https://www.facebook.com/marketplace/item/1968767806865822/
Duplicate link,【洋機隊】Apple iPhone 16 Pro Max 512GB 6.9吋 可eSIM 當日出貨 有實體店#4209,"NT$43,000","Taipei, Taiwan",2025-07-03,iPhone 16 Pro Max,512,43000.0,https://www.facebook.com/marketplace/item/531811719936946/
Duplicate link,【洋機隊】Apple iPhone 14 Pro 256GB 6.1吋 可eSIM 當日出貨 有實體店 #4100,"NT$17,000","Taipei, Taiwan",2025-07-03,iPhone 14 Pro,256,17000.0,https://www.facebook.com/marketplace/item/3341652109299547/
Duplicate link,iphone16系列 256G 實體門市,"NT$30,500",New Taipei City,2025-07-03,iPhone 16,256,30500.0,https://www.facebook.com/marketplace/item/10049467521744488/
Duplicate link,6.1吋 中古機 二手機 九成新 Apple iPhone XR 128G 黑色 可分期 搭門號,"NT$4,500",New Taipei City,2025-07-03,iPhone X,128,4500.0,https://www.facebook.com/marketplace/item/1221532442655177/
Duplicate link,中古機 二手機 APPLE IPHONE SE2 128G 白 IOS:17.5 SE I7 I8萊分期,"NT$4,500",New Taipei City,2025-07-03,iPhone 7,128,4500.0,https://www.facebook.com/marketplace/item/2505809246430156/
Duplicate link,IPhone 16 Pro 256G 沙漠色/白色「全新現貨」商品 《僅限台北面交》,"NT$35,200","Taipei, Taiwan",2025-07-03,iPhone 16 Pro,256,35200.0,https://www.facebook.com/marketplace/item/1264289831768623/
Duplicate link,【洋機隊】Apple iPhone 16 Pro 256GB 6.3吋 可eSIM 當日出貨 有實體店 #777,"NT$37,200","Taipei, Taiwan",2025-07-03,iPhone 16 Pro,256,37200.0,https://www.facebook.com/marketplace/item/741746165053208/
Duplicate link,iPhone 16 手機無卡 0元帶走,Free,New Taipei City,2025-07-03,iPhone 16,Unknown,0.0,https://www.facebook.com/marketplace/item/1180109140522759/
Duplicate link,【洋機隊】全新未拆 APPLE iPhone 16 128GB 6.1吋 可eSIM 當日出貨 有實體店#999,"NT$26,300","Taipei, Taiwan",2025-07-03,iPhone 16,128,26300.0,https://www.facebook.com/marketplace/item/1709122996352772/
Duplicate link,￼【UAG】iPhone 15 Pro/Pro Max 磁吸式耐衝擊保護殼 極透明 金圈款 玫瑰金圈 MagSafe手機殼,NT$400,New Taipei City,2025-07-03,iPhone 15 Pro,Unknown,400.0,https://www.facebook.com/marketplace/item/4131436803791589/
Duplicate link,iPhone 16e 128白,"$17,000","Taipei, Taiwan",2025-07-03,iPhone 16E,128,17000.0,https://www.facebook.com/marketplace/item/674270195207202/
Duplicate link,Iphone16 pro磨砂 不發黃不留指紋手機殼,NT$50,"Taipei, Taiwan",2025-07-03,iPhone 16 Pro,Unknown,50.0,https://www.facebook.com/marketplace/item/1252996509743364/
Duplicate link,2025 免X卡分期 Apple iPhone 16e 512GB i16E 免頭款 免財力 學生/分期 軍人分期 萊分期,"NT$1,570","Taipei, Taiwan",2025-07-03,iPhone 16E,512,1570.0,https://www.facebook.com/marketplace/item/1331667524595294/
Duplicate link,iPhone 16 Plus 256G 保2026/1/5,"NT$26,800",New Taipei City,2025-07-03,iPhone 16 Plus,256,26800.0,https://www.facebook.com/marketplace/item/1968929736974841/
Duplicate link,2025 實體門市 線上辦理 Apple iPhone 16e 256GB i16E 免頭款 免財力 學生/分期 軍人分期 萊分期,"NT$1,200","Taipei, Taiwan",2025-07-03,iPhone 16E,256,1200.0,https://www.facebook.com/marketplace/item/1384394236166422/
Duplicate link,iPhone 16 256G 黑色 保固2026/01/22,"NT$26,000","Taipei, Taiwan",2025-07-03,iPhone 16,256,26000.0,https://www.facebook.com/marketplace/item/2408181062883724/
Duplicate link,iphone11 pro 256gb 🔋100% 附全新手機殼,"NT$7,000","Taipei, Taiwan",2025-07-03,iPhone 11 Pro,256,7000.0,https://www.facebook.com/marketplace/item/574367855736680/
Duplicate link,收 iPhone 16e,"NT$9,999","Taipei, Taiwan",2025-07-03,iPhone 16E,Unknown,9999.0,https://www.facebook.com/marketplace/item/656716796850828/
Duplicate link,iPhone 16E 256G 黑色（有盒）✨電池100%🔋,"NT$19,500","Taoyuan District, Taoyuan",2025-07-03,iPhone 16E,256,19500.0,https://www.facebook.com/marketplace/item/675477152318504/
Duplicate link,IPHONE 16E 128G,"NT$18,500","Taoyuan District, Taoyuan",2025-07-03,iPhone 16E,128,18500.0,https://www.facebook.com/marketplace/item/3864795197183431/
Duplicate link,iPhone 16e 128G 黑 台中實體店面,"NT$17,000","Taichung, Taiwan",2025-07-03,iPhone 16E,128,17000.0,https://www.facebook.com/marketplace/item/1817811215431029/
Duplicate link,售iPhone 16黑色256G用一個禮拜,"$27,000","Taoyuan District, Taoyuan",2025-07-03,iPhone 16,256,27000.0,https://www.facebook.com/marketplace/item/1147577463832692/
Duplicate link,iphone 15 pro 256g,"NT$16,000","Taichung, Taiwan",2025-07-03,iPhone 15 Pro,256,16000.0,https://www.facebook.com/marketplace/item/750539850879070/
Duplicate link,<全新未拆封> i16e 256g,"NT$22,900","Kaohsiung, Taiwan",2025-07-03,iPhone 16E,256,22900.0,https://www.facebook.com/marketplace/item/587145433948602/
Duplicate link,IPHONE 16 128g 湖水綠,"NT$23,000","Taoyuan District, Taoyuan",2025-07-03,iPhone 16,128,23000.0,https://www.facebook.com/marketplace/item/4127776837506972/
Duplicate link,iPhone 16Pro 256G 金🔋100%,"NT$30,000","Taoyuan District, Taoyuan",2025-07-03,iPhone 16 Pro,256,30000.0,https://www.facebook.com/marketplace/item/1058568189509934/
Duplicate link,售iphone16 pro 256g 白,"NT$32,800","Taoyuan District, Taoyuan",2025-07-03,iPhone 16 Pro,256,32800.0,https://www.facebook.com/marketplace/item/742668231542599/
Duplicate link,高雄可面交❤️僅展示100%新 iPhone 16e 128G 白色,"NT$18,800","Kaohsiung, Taiwan",2025-07-03,iPhone 16E,128,18800.0,https://www.facebook.com/marketplace/item/1195365865074360/
Duplicate link,“僅拆封開通展示” Apple iPhone 16e 256G 6.1吋 白色 原廠保固2026/05月 分期免頭款/高價回收舊機折抵/門號搭配優惠,"NT$21,000","Kaohsiung, Taiwan",2025-07-03,iPhone 16E,256,21000.0,https://www.facebook.com/marketplace/item/9911361965567863/
Duplicate link,Iphone11，女用機,"NT$3,900","Hsinchu, Taiwan",2025-07-03,iPhone 11,Unknown,3900.0,https://www.facebook.com/marketplace/item/2995029790658445/
Duplicate link,台中市北區一中賣15 128G 256G 粉 電池100%，送手機殼跟玻璃貼，數量有限要買要快🤩,"NT$16,500","Taichung, Taiwan",2025-07-03,Unknown,128,16500.0,https://www.facebook.com/marketplace/item/685552820519564/
Duplicate link,Apple 16e 128g 黑/白 全新未拆封,"NT$18,900","Taichung, Taiwan",2025-07-03,iPhone 16E,128,18900.0,https://www.facebook.com/marketplace/item/1440557440357683/
Duplicate link,iphone16 plus 256g 黑,"NT$28,500","Tainan, Taiwan",2025-07-03,iPhone 16 Plus,256,28500.0,https://www.facebook.com/marketplace/item/1222314312641202/
Duplicate link,售-9.9新 僅循環6次 iPhone16 Pro MAX 256GB 金色,"NT$36,800","Taichung, Taiwan",2025-07-03,iPhone 16 Pro Max,256,36800.0,https://www.facebook.com/marketplace/item/1278749077299971/
Duplicate link,iPhone 16 Pro max 256G黑,"NT$33,900","Lotung, T'Ai-Wan, Taiwan",2025-07-03,iPhone 16 Pro Max,256,33900.0,https://www.facebook.com/marketplace/item/1410739713300449/
Duplicate link,Apple iPhone 16 Pro 512 黑 保固到明年5／11,"NT$41,000","Taoyuan District, Taoyuan",2025-07-03,iPhone 16 Pro,512,41000.0,https://www.facebook.com/marketplace/item/744258381361992/
Duplicate link,高雄面交 換機用不到 iPhone 15 128G 藍色,"NT$17,500","Kaohsiung, Taiwan",2025-07-03,iPhone 15,128,17500.0,https://www.facebook.com/marketplace/item/1293407232203304/
Duplicate link,iPhone 15 256G 粉色 電池86%（無臉部）🍎✨,"NT$13,000","Taoyuan District, Taoyuan",2025-07-03,iPhone 15,256,13000.0,https://www.facebook.com/marketplace/item/1239991031463296/
Duplicate link,出售 iPhone 16PROMAX 256G 白色,"NT$34,500","Taichung, Taiwan",2025-07-03,iPhone 16 Pro Max,256,34500.0,https://www.facebook.com/marketplace/item/3986141065035682/
Duplicate link,iPhone 16 128G 湛海藍💙可面交優先,"$20,000",New Taipei City,2025-07-03,iPhone 16,128,20000.0,https://www.facebook.com/marketplace/item/1942060453199129/
Duplicate link,iPhone 15 plus 256g粉,"$19,000",New Taipei City,2025-07-03,iPhone 15 Plus,256,19000.0,https://www.facebook.com/marketplace/item/1519550299413088/
Duplicate link,iPhone 12 128功能正常有原盒,"NT$6,000",New Taipei City,2025-07-03,iPhone 12,128,6000.0,https://www.facebook.com/marketplace/item/4069022116744562/
Duplicate link,iPhone 12 Pro,"$9,000",New Taipei City,2025-07-03,iPhone 12 Pro,Unknown,9000.0,https://www.facebook.com/marketplace/item/2558124527691550/
Duplicate link,iPhone 16Pro 256G 🔋100% 金✨,"NT$30,500","Taoyuan District, Taoyuan",2025-07-03,iPhone 16 Pro,256,30500.0,https://www.facebook.com/marketplace/item/1255884946191323/
Duplicate link,IPhone 13 128粉 🔋83%,"NT$8,000",New Taipei City,2025-07-03,iPhone 13,128,8000.0,https://www.facebook.com/marketplace/item/1093616822623020/
Duplicate link,IPhone 13 128G,"NT$8,500","Taipei, Taiwan",2025-07-03,iPhone 13,128,8500.0,https://www.facebook.com/marketplace/item/23924870170509308/
Duplicate link,iPhone 14 Pro Max 256g 紫,"NT$21,000",New Taipei City,2025-07-03,iPhone 14 Pro Max,256,21000.0,https://www.facebook.com/marketplace/item/1093680545961288/
Duplicate link,Iphone13 pro 128G 黑,"NT$11,500",New Taipei City,2025-07-03,iPhone 13 Pro,128,11500.0,https://www.facebook.com/marketplace/item/1771068157151840/
Duplicate link,iPhone 12 128g 藍色,"NT$5,000",New Taipei City,2025-07-03,iPhone 12,128,5000.0,https://www.facebook.com/marketplace/item/1366925771078637/
Duplicate link,Iphone 16 Pro 原色鈦金屬 128G 價格可議,"NT$27,000",New Taipei City,2025-07-03,iPhone 16 Pro,128,27000.0,https://www.facebook.com/marketplace/item/1282313493468995/
Duplicate link,賣iPhone 14pro 256,"NT$15,500","Taoyuan District, Taoyuan",2025-07-03,iPhone 14 Pro,256,15500.0,https://www.facebook.com/marketplace/item/968506071948015/
Duplicate link,iPhone 16 128GB,"NT$20,000",New Taipei City,2025-07-03,iPhone 16,128,20000.0,https://www.facebook.com/marketplace/item/3846298448993690/
Duplicate link,iPhone 16e 128G 白色,"NT$16,000","Kaohsiung, Taiwan",2025-07-03,iPhone 16E,128,16000.0,https://www.facebook.com/marketplace/item/1440838696924654/
Duplicate link,iphone13 pro max 256功能全正常,"$11,500","Taoyuan District, Taoyuan",2025-07-03,iPhone 13 Pro Max,256,11500.0,https://www.facebook.com/marketplace/item/614795091647753/
Duplicate link,iPhone 14 Pro 256G (二手）,"NT$16,500","Taipei, Taiwan",2025-07-03,iPhone 14 Pro,256,16500.0,https://www.facebook.com/marketplace/item/1944483922759162/
Duplicate link,iPhone 15pro 256G 黑色 電100循環29次 原盒原線,"NT$25,508",New Taipei City,2025-07-03,iPhone 15 Pro,256,25508.0,https://www.facebook.com/marketplace/item/1487110285995976/
Duplicate link,售 iPhone 15 pro 256 藍,"$27,500",New Taipei City,2025-07-03,iPhone 15 Pro,256,27500.0,https://www.facebook.com/marketplace/item/1387344755829178/
Duplicate link,iPhone 13 128g白色 有原盒,"$8,500","Taoyuan District, Taoyuan",2025-07-03,iPhone 13,128,8500.0,https://www.facebook.com/marketplace/item/1714005106171881/
Duplicate link,iPhone 14 128g 紫色二手,"NT$12,000",New Taipei City,2025-07-03,iPhone 14,128,12000.0,https://www.facebook.com/marketplace/item/2612612582419020/
Duplicate link,IPhone 13,"NT$8,500","Taipei, Taiwan",2025-07-03,iPhone 13,Unknown,8500.0,https://www.facebook.com/marketplace/item/1878051382985903/
Duplicate link,IPhone 16 pro 256 原鈦色 保固內 機況佳,"NT$31,700",New Taipei City,2025-07-03,iPhone 16 Pro,256,31700.0,https://www.facebook.com/marketplace/item/591870797300712/
Duplicate link,自售iPhone 16 128G保固中,"NT$22,500",New Taipei City,2025-07-03,iPhone 16,128,22500.0,https://www.facebook.com/marketplace/item/1077442497644642/
Duplicate link,我要 買。徵 收。iphone 16e 128/256 。全新未拆封 價格17800/21500 地點。新竹。有需要賣的可以私訊,"NT$17,800","Hsinchu, Taiwan",2025-07-03,iPhone 16E,128,17800.0,https://www.facebook.com/marketplace/item/1804829980417895/
Duplicate link,iPhone 13 Pro 白色 256g,"NT$12,000","Taoyuan District, Taoyuan",2025-07-03,iPhone 13 Pro,256,12000.0,https://www.facebook.com/marketplace/item/2121269468405863/
Duplicate link,iPhone 15 plus 256g粉,"NT$19,000",New Taipei City,2025-07-03,iPhone 15 Plus,256,19000.0,https://www.facebook.com/marketplace/item/1784970602230017/
Duplicate link,iPhone 13 Pro 天峰藍,"NT$13,000",New Taipei City,2025-07-03,iPhone 13 Pro,Unknown,13000.0,https://www.facebook.com/marketplace/item/741927658333624/
Duplicate link,Iphone SE2 128GB 限定紅,"NT$3,000",New Taipei City,2025-07-03,Unknown,128,3000.0,https://www.facebook.com/marketplace/item/2124019414732267/
Duplicate link,Iphone13 128粉,"NT$8,000",New Taipei City,2025-07-03,iPhone 13,128,8000.0,https://www.facebook.com/marketplace/item/1756612624972143/
Duplicate link,iPhone 13 128G,"NT$9,500","Taipei, Taiwan",2025-07-03,iPhone 13,128,9500.0,https://www.facebook.com/marketplace/item/1938535476903983/
Duplicate link,iphone11 128GB 包膜 <自售>,"NT$5,000","Taipei, Taiwan",2025-07-03,iPhone 11,128,5000.0,https://www.facebook.com/marketplace/item/1304638734621632/
Duplicate link,iPhone 14 Pro 128G,"NT$16,500","Taipei, Taiwan",2025-07-03,iPhone 14 Pro,128,16500.0,https://www.facebook.com/marketplace/item/2001898747284551/
Duplicate link,iPhone 16 Pro 256g 黑 100%🔋原廠保固到2026/2/19💥,"NT$2,437","Taipei, Taiwan",2025-07-03,iPhone 16 Pro,256,2437.0,https://www.facebook.com/marketplace/item/1369392157400683/
Duplicate link,iPhone 11 128G(二手，完美無傷）,"NT$6,500","Taipei, Taiwan",2025-07-03,iPhone 11,128,6500.0,https://www.facebook.com/marketplace/item/2108136579667710/
Duplicate link,iphone 15 pro 256GB 藍色,"NT$34,000","Taipei, Taiwan",2025-07-03,iPhone 15 Pro,256,34000.0,https://www.facebook.com/marketplace/item/1406587223887048/
Duplicate link,iPhone 16e,"NT$17,000",Zhubei,2025-07-03,iPhone 16E,Unknown,17000.0,https://www.facebook.com/marketplace/item/1169578554921951/
Duplicate link,iPhone 16 128G 湖水綠 急售 可面交優先😻,"NT$20,000",New Taipei City,2025-07-03,iPhone 16,128,20000.0,https://www.facebook.com/marketplace/item/1620512138627844/
Duplicate link,Iphone16 pro max 256G 沙漠鈦😻,"NT$34,000",New Taipei City,2025-07-03,iPhone 16 Pro Max,256,34000.0,https://www.facebook.com/marketplace/item/2996968443818539/
Duplicate link,iPhone 14 128 🔋83,"NT$12,000",New Taipei City,2025-07-03,iPhone 14,128,12000.0,https://www.facebook.com/marketplace/item/1263979408711202/
Duplicate link,iPhone 14 128,"NT$11,500",New Taipei City,2025-07-03,iPhone 14,128,11500.0,https://www.facebook.com/marketplace/item/1254565069376547/
Duplicate link,iPhone 11 Pro 64g 綠色 電池100%,"NT$4,800",New Taipei City,2025-07-03,iPhone 11 Pro,64,4800.0,https://www.facebook.com/marketplace/item/24678418565094606/
Duplicate link,IPhone 12 Pro 128G 太平洋藍色（二手）.,"NT$6,000","Taipei, Taiwan",2025-07-03,iPhone 12 Pro,128,6000.0,https://www.facebook.com/marketplace/item/1263517958917068/
Duplicate link,iPhone 14 pro 128GB,"NT$15,500",New Taipei City,2025-07-03,iPhone 14 Pro,128,15500.0,https://www.facebook.com/marketplace/item/1658945481471547/
Duplicate link,[雙北面交] iPhone 16 Pro 128GB（沙漠金）全新未拆封,"NT$31,500",New Taipei City,2025-07-03,iPhone 16 Pro,128,31500.0,https://www.facebook.com/marketplace/item/669370836265281/
Duplicate link,iPhone 15 Pro 256GB （原色 Titanium）電池健康度92%,"NT$25,500","Taipei, Taiwan",2025-07-03,iPhone 15 Pro,256,25500.0,https://www.facebook.com/marketplace/item/760621999635194/
Duplicate link,iPhone 15 Pro 128GB 附惡魔手機殼,"NT$21,800","Taipei, Taiwan",2025-07-03,iPhone 15 Pro,128,21800.0,https://www.facebook.com/marketplace/item/1089087879737725/
Duplicate link,IPhone 13pro 128G,"NT$10,500","Taipei, Taiwan",2025-07-03,iPhone 13 Pro,128,10500.0,https://www.facebook.com/marketplace/item/1037851151872788/
Duplicate link,Iphone 13 pro 256GB 藍,"NT$13,500",New Taipei City,2025-07-03,iPhone 13 Pro,256,13500.0,https://www.facebook.com/marketplace/item/775672211452929/
Duplicate link,Apple iPhone 12promax 256G,"$12,000",New Taipei City,2025-07-03,iPhone 12 Pro Max,256,12000.0,https://www.facebook.com/marketplace/item/1788874795373070/
Duplicate link,Iphone12pro128G 金色 二手機 桃園面交,"NT$8,500","Taoyuan District, Taoyuan",2025-07-03,iPhone 12 Pro,128,8500.0,https://www.facebook.com/marketplace/item/1231865008074534/
Duplicate link,IPhone 13 256G,"NT$9,500","Taipei, Taiwan",2025-07-03,iPhone 13,256,9500.0,https://www.facebook.com/marketplace/item/575844285396305/
Duplicate link,"iPhone 16 Pro Max｜256GB 沙漠金｜$35,500","NT$35,000",New Taipei City,2025-07-03,iPhone 16 Pro Max,256,35000.0,https://www.facebook.com/marketplace/item/1284695836610073/
Duplicate link,iphone 14 pro 1TB 金色,"NT$26,000",New Taipei City,2025-07-03,iPhone 14 Pro,1024,26000.0,https://www.facebook.com/marketplace/item/729863929428168/
Duplicate link,Iphone11 128G*2,"NT$8,500",New Taipei City,2025-07-03,iPhone 11,128,8500.0,https://www.facebook.com/marketplace/item/582269544703405/
Duplicate link,iPhone 12 Pro 犀牛盾Mod NX 保護殼,NT$350,"Taipei, Taiwan",2025-07-03,iPhone 12 Pro,Unknown,350.0,https://www.facebook.com/marketplace/item/723072860209801/
Duplicate link,售iPhone 16e 128g白色 7/1開通未用,"NT$17,000",New Taipei City,2025-07-03,iPhone 16E,128,17000.0,https://www.facebook.com/marketplace/item/1153646160124810/
Duplicate link,iPhone 13 Pro Max 128g 藍色✨功能正常 新北面交,"NT$14,000",New Taipei City,2025-07-03,iPhone 13 Pro Max,128,14000.0,https://www.facebook.com/marketplace/item/764409352708023/
Duplicate link,iphone11 & 128GB +漂亮包膜,"NT$5,000","Taipei, Taiwan",2025-07-03,iPhone 11,128,5000.0,https://www.facebook.com/marketplace/item/1252300233230734/
Duplicate link,Iphone16e 256gb 白,"NT$21,300","Taichung, Taiwan",2025-07-03,iPhone 16E,256,21300.0,https://www.facebook.com/marketplace/item/2194952164355110/
Duplicate link,iPhone 12 Pro 128GB$8000 iPhone 12 Pro 256GB$9000,"NT$8,000",New Taipei City,2025-07-03,iPhone 12 Pro,128,8000.0,https://www.facebook.com/marketplace/item/4485298268414242/
Duplicate link,Apple iphone16 pro 256g 全新,"NT$33,800","Taipei, Taiwan",2025-07-03,iPhone 16 Pro,256,33800.0,https://www.facebook.com/marketplace/item/605016582629962/
Duplicate link,二手蘋果iPhone 14 pro max 128g 黑,"NT$18,800",New Taipei City,2025-07-03,iPhone 14 Pro Max,128,18800.0,https://www.facebook.com/marketplace/item/1907001963434985/
Duplicate link,iPhone 16 plus 128G 湛海藍💙自取價格可小議😻,"NT$25,000",New Taipei City,2025-07-03,iPhone 16 Plus,128,25000.0,https://www.facebook.com/marketplace/item/1235858784947316/
Duplicate link,Apple iPhone 13 128G 粉色，,"NT$6,000","Taipei, Taiwan",2025-07-03,iPhone 13,128,6000.0,https://www.facebook.com/marketplace/item/1502050847625413/
Duplicate link,IPHONE 15 128,"NT$12,500",New Taipei City,2025-07-03,iPhone 15,128,12500.0,https://www.facebook.com/marketplace/item/9911348548960662/
Duplicate link,iPhone 14 pro 128 GB,"NT$16,000",New Taipei City,2025-07-03,iPhone 14 Pro,128,16000.0,https://www.facebook.com/marketplace/item/1174229307804254/
Duplicate link,iPhone 14pro 黑/512g/電池健康度93% 有盒 八九成新,"NT$19,500",New Taipei City,2025-07-03,iPhone 14 Pro,512,19500.0,https://www.facebook.com/marketplace/item/1973249439745636/
Duplicate link,iPhone 15plus 128g 電池89%過保9成新,"NT$17,000","Taoyuan District, Taoyuan",2025-07-03,iPhone 15 Plus,128,17000.0,https://www.facebook.com/marketplace/item/1707958667272417/
Duplicate link,售全新未拆封iphone16promax 256g沙漠金 北部面交 全新未拆售41000 意者私可小議,"NT$41,000","Taipei, Taiwan",2025-07-03,iPhone 16 Pro Max,256,41000.0,https://www.facebook.com/marketplace/item/578659021977170/
Duplicate link,iPhone 15 粉/128g/電池健康度89% 有盒螢幕有刮傷 側邊有傷 七八成新,"$16,900",New Taipei City,2025-07-03,iPhone 15,128,16900.0,https://www.facebook.com/marketplace/item/711628664822432/
Duplicate link,iPhone 13 Pro,"$12,500",New Taipei City,2025-07-03,iPhone 13 Pro,Unknown,12500.0,https://www.facebook.com/marketplace/item/1713178265999906/
Duplicate link,iPhone 14 Pro 128g 紫✨功能正常 新北面交,"NT$15,000",New Taipei City,2025-07-03,iPhone 14 Pro,128,15000.0,https://www.facebook.com/marketplace/item/1193781112436219/
Duplicate link,iPhone 13 Pro max 256G金色,"NT$14,300",New Taipei City,2025-07-03,iPhone 13 Pro Max,256,14300.0,https://www.facebook.com/marketplace/item/743393484774042/
Duplicate link,💕🎸iPhone 14 Pro Max 1TB 紫色 美版雙卡全機包模，稀有ios16.2可￼越獄手機,"NT$27,999",New Taipei City,2025-07-03,iPhone 14 Pro Max,1024,27999.0,https://www.facebook.com/marketplace/item/1229663811727582/
Duplicate link,iPhone XS 64 無臉部螢幕有裂痕如圖 其餘功能正常 可當備用機 便宜賣,"$2,000","Taoyuan District, Taoyuan",2025-07-03,iPhone XS,64,2000.0,https://www.facebook.com/marketplace/item/4026779584263031/
Duplicate link,Iphone11promax256G電76,"NT$9,600","Taipei, Taiwan",2025-07-03,iPhone 11 Pro Max,256,9600.0,https://www.facebook.com/marketplace/item/1421270799022577/
Duplicate link,iPhone 16e 白色128g 6.1寸 全新未拆封 有發票證明 售18500,"NT$18,500","Taipei, Taiwan",2025-07-03,iPhone 16E,128,18500.0,https://www.facebook.com/marketplace/item/1763390194528718/
Duplicate link,Iphone 14Pro 256G銀色🍎原廠螢幕,"NT$8,000",New Taipei City,2025-07-03,iPhone 14 Pro,256,8000.0,https://www.facebook.com/marketplace/item/617171084735782/
Duplicate link,Iphone 15 128g,"NT$16,000","Taipei, Taiwan",2025-07-03,iPhone 15,128,16000.0,https://www.facebook.com/marketplace/item/1215464859983904/
Duplicate link,iPhone 14 Pro 256G,"NT$1,300",New Taipei City,2025-07-03,iPhone 14 Pro,256,1300.0,https://www.facebook.com/marketplace/item/1603736570583192/
Duplicate link,IPhone 14Promax-128G 紫色 全部都是原廠的,"NT$4,000",New Taipei City,2025-07-03,iPhone 14 Pro Max,128,4000.0,https://www.facebook.com/marketplace/item/24019160954387976/
Duplicate link,iPhone i11 64g 黑色,"NT$1,100",Changhua,2025-07-03,iPhone 11,64,1100.0,https://www.facebook.com/marketplace/item/4064760553739100/
Duplicate link,iPhone 12 128g 藍 電池94% 換過原廠電池,"NT$4,000","Taipei, Taiwan",2025-07-03,iPhone 12,128,4000.0,https://www.facebook.com/marketplace/item/2016112599133436/
Duplicate link,iPhone 16 por max 256G 沙漠金 僅充電7次 完美,"NT$20,000",New Taipei City,2025-07-03,iPhone 16,256,20000.0,https://www.facebook.com/marketplace/item/739669458416108/
